Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
John Aston,England,-,DF, (1921-09-03),14,,Manchester United,England,1950-06-24
Eddie Baily,England,-,FW, (1925-08-06),0,,Tottenham Hotspur,England,1950-06-24
Roy Bentley,England,-,FW, (1924-05-17),4,,Chelsea,England,1950-06-24
Henry Cockburn,England,-,MF, (1921-09-14),10,,Manchester United,England,1950-06-24
Jimmy Dickinson,England,-,MF, (1925-04-25),7,,Portsmouth,England,1950-06-24
Ted Ditchburn,England,-,GK, (1921-10-24),2,,Tottenham Hotspur,England,1950-06-24
Bill Eckersley,England,-,DF, (1925-07-16),0,,Blackburn Rovers,England,1950-06-24
Tom Finney,England,-,FW, (1922-04-05),25,,Preston North End,England,1950-06-24
Laurie Hughes,England,-,DF, (1924-03-02),0,,Liverpool,England,1950-06-24
Wilf Mannion,England,-,FW, (1918-05-16),19,,Middlesbrough,England,1950-06-24
Stanley Matthews,England,-,FW, (1915-02-01),30,,Blackpool,England,1950-06-24
Jackie Milburn,England,-,FW, (1924-05-11),7,,Newcastle United,England,1950-06-24
Stan Mortensen,England,-,FW, (1921-05-26),18,,Blackpool,England,1950-06-24
Jimmy Mullen,England,-,FW, (1923-01-06),4,,Wolverhampton Wanderers,England,1950-06-24
Bill Nicholson,England,-,MF, (1919-01-26),0,,Tottenham Hotspur,England,1950-06-24
Alf Ramsey,England,-,DF, (1920-01-22),5,,Tottenham Hotspur,England,1950-06-24
Laurie Scott,England,-,DF, (1917-04-23),17,,Arsenal,England,1950-06-24
Jim Taylor,England,-,DF, (1917-11-05),0,,Fulham,England,1950-06-24
Willie Watson,England,-,MF, (1920-03-07),2,,Sunderland,England,1950-06-24
Bert Williams,England,-,GK, (1920-01-31),7,,Wolverhampton Wanderers,England,1950-06-24
Billy Wright (c),England,-,MF, (1924-02-06),29,,Wolverhampton Wanderers,England,1950-06-24
