Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
José Luis Borbolla,Mexico,-,FW, (1920-01-31),2,,América,Mexico,1950-06-24
Antonio Carbajal,Mexico,-,GK, (1929-06-07),0,,Real España,Mexico,1950-06-24
Horacio Casarín,Mexico,-,FW, (1918-05-25),9,,Real España,Mexico,1950-06-24
Raúl Córdoba,Mexico,-,GK, (1924-03-13),4,,San Sebastián,Mexico,1950-06-24
Samuel Cuburu,Mexico,-,MF, (1928-02-20),1,,FC Puebla,Mexico,1950-06-24
Antonio Flores,Mexico,-,MF, (1923-07-13),5,,Atlas,Mexico,1950-06-24
Gregorio Gómez,Mexico,-,DF, (1924-06-26),3,,Deportivo Guadalajara,Mexico,1950-06-24
Carlos Guevara,Mexico,-,MF, (1930-04-03),2,,Asturias,Mexico,1950-06-24
Manuel Gutiérrez,Mexico,-,DF, (1920-04-08),0,,América,Mexico,1950-06-24
Francisco Hernández,Mexico,-,MF, (1924-01-16),3,,Asturias,Mexico,1950-06-24
Alfonso Montemayor,Mexico,-,DF, (1922-04-28),3,,León,Mexico,1950-06-24
José Naranjo,Mexico,-,FW, (1926-03-19),2,,Oro Guadalajara,Mexico,1950-06-24
Leonardo Navarro,Mexico,-,FW,"
",2,,FC Atlante,Mexico,1950-06-24
Mario Ochoa,Mexico,-,MF, (1927-11-07),3,,América,Mexico,1950-06-24
Héctor Ortiz,Mexico,-,MF, (1928-12-20),5,,CD Marte,Mexico,1950-06-24
Mario Pérez,Mexico,-,MF, (1927-02-19),2,,CD Marte,Mexico,1950-06-24
Max Prieto,Mexico,-,FW, (1919-03-28),1,,Deportivo Guadalajara,Mexico,1950-06-24
José Antonio Roca,Mexico,-,DF, (1928-05-24),5,,Necaxa,Mexico,1950-06-24
Rodrigo Ruiz,Mexico,-,DF, (1923-04-14),3,,Deportivo Guadalajara,Mexico,1950-06-24
Carlos Septién,Mexico,-,FW, (1923-01-18),5,,Real España,Mexico,1950-06-24
José Velázquez,Mexico,-,FW, (1923-08-12),2,,Veracruz,Mexico,1950-06-24
Felipe Zetter,Mexico,-,DF, (1923-07-03),4,,Atlas,Mexico,1950-06-24
