Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Barbosa,Brazil,,GK, (1921-03-27),13,,Vasco da Gama,Brazil,1950-06-24
Augusto (Captain),Brazil,,DF, (1920-10-22),12,,Vasco da Gama,Brazil,1950-06-24
Nílton Santos,Brazil,,DF, (1925-05-16),5,,Botafogo,Brazil,1950-06-24
Bauer,Brazil,,MF, (1925-11-21),6,,São Paulo,Brazil,1950-06-24
Danilo,Brazil,,MF, (1920-12-03),15,,Vasco da Gama,Brazil,1950-06-24
Bigode,Brazil,,MF, (1922-04-04),5,,Flamengo,Brazil,1950-06-24
Friaça,Brazil,,FW, (1924-10-20),6,,São Paulo,Brazil,1950-06-24
Zizinho,Brazil,,FW, (1922-09-14),30,,Bangu,Brazil,1950-06-24
Ademir,Brazil,,FW, (1922-11-06),25,,Vasco da Gama,Brazil,1950-06-24
Jair,Brazil,,FW, (1921-03-21),32,,Palmeiras,Brazil,1950-06-24
Chico,Brazil,,FW, (1922-01-07),15,,Vasco da Gama,Brazil,1950-06-24
Adãozinho,Brazil,-,FW, (1923-04-02),2,,Internacional,Brazil,1950-06-24
Alfredo,Brazil,-,FW, (1920-01-01),3,,Vasco da Gama,Brazil,1950-06-24
Baltazar,Brazil,-,FW, (1926-01-14),4,,Corinthians,Brazil,1950-06-24
Castilho,Brazil,-,GK, (1927-11-27),2,,Fluminense,Brazil,1950-06-24
Ely,Brazil,-,MF, (1921-05-14),9,,Vasco da Gama,Brazil,1950-06-24
Juvenal,Brazil,-,DF, (1923-11-27),4,,Flamengo,Brazil,1950-06-24
Maneca,Brazil,-,FW, (1926-01-28),2,,Vasco da Gama,Brazil,1950-06-24
Nena,Brazil,-,DF, (1921-03-27),5,,Internacional,Brazil,1950-06-24
Noronha,Brazil,-,MF, (1918-09-25),15,,São Paulo,Brazil,1950-06-24
Rodrigues,Brazil,-,FW, (1925-06-27),2,,Fluminense,Brazil,1950-06-24
Rui,Brazil,-,MF, (1922-08-02),27,,São Paulo,Brazil,1950-06-24
