Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Sune Andersson,Sweden,-,MF, (1921-02-22),23,,AIK,Sweden,1950-06-24
Ingvar Gärd,Sweden,-,MF, (1921-10-06),1,,Malmö FF,Sweden,1950-06-24
Hasse Jeppson,Sweden,-,FW, (1925-05-10),8,,Djurgårdens IF,Sweden,1950-06-24
Gunnar Johansson,Sweden,-,DF, (1924-02-29),0,,GAIS,Sweden,1950-06-24
Egon Jönsson,Sweden,-,FW, (1921-10-08),7,,Malmö FF,Sweden,1950-06-24
Torsten Lindberg,Sweden,-,GK, (1917-04-14),18,,IFK Norrköping,Sweden,1950-06-24
Arne Månsson,Sweden,*,DF, (1925-11-11),1,,Malmö FF,Sweden,1950-06-24
Bror Mellberg,Sweden,-,FW, (1923-12-09),1,,AIK,Sweden,1950-06-24
Erik Nilsson (Captain),Sweden,-,DF, (1916-08-06),28,,Malmö FF,Sweden,1950-06-24
Stellan Nilsson,Sweden,-,FW, (1922-05-28),15,,Malmö FF,Sweden,1950-06-24
Knut Nordahl,Sweden,-,MF, (1920-01-13),23,,IFK Norrköping,Sweden,1950-06-24
Karl-Erik Palmér,Sweden,-,FW, (1929-04-17),5,,Malmö FF,Sweden,1950-06-24
Ingvar Rydell,Sweden,-,FW, (1922-05-07),2,,Malmö FF,Sweden,1950-06-24
Lennart Samuelsson,Sweden,-,DF, (1924-07-07),1,,IF Elfsborg Borås,Sweden,1950-06-24
Lennart Skoglund,Sweden,-,FW, (1929-12-24),1,,AIK,Sweden,1950-06-24
Stig Sundqvist,Sweden,-,FW, (1922-07-19),6,,IFK Norrköping,Sweden,1950-06-24
Kalle Svensson,Sweden,-,GK, (1925-11-11),4,,Helsingborgs IF,Sweden,1950-06-24
Kurt Svensson,Sweden,-,FW, (1927-04-15),0,,IS Halmia,Sweden,1950-06-24
Tore Svensson,Sweden,-,GK, (1927-12-06),0,,IF Elfsborg Borås,Sweden,1950-06-24
Börje Tapper,Sweden,-,FW, (1922-05-20),4,,Malmö FF,Sweden,1950-06-24
Olle Åhlund,Sweden,-,MF, (1920-08-22),15,,Degerfors IF,Sweden,1950-06-24
