Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Julio César Britos,Uruguay,-,FW, (1926-05-18),10,,Peñarol,Uruguay,1950-06-24
Juan Burgueño,Uruguay,-,FW, (1923-02-04),4,,Danubio,Uruguay,1950-06-24
Schubert Gambetta,Uruguay,4,DF, (1920-04-14),34,,Nacional,Uruguay,1950-06-24
Alcides Ghiggia,Uruguay,7,FW, (1926-12-22),3,,Peñarol,Uruguay,1950-06-24
Juan Carlos González,Uruguay,4,DF, (1924-08-22),3,,Peñarol,Uruguay,1950-06-24
Matías González,Uruguay,2,DF, (1925-08-06),13,,Cerro,Uruguay,1950-06-24
William Martínez,Uruguay,-,DF, (1928-01-13),3,,Rampla Juniors,Uruguay,1950-06-24
Roque Máspoli,Uruguay,1,GK, (1917-10-12),20,,Peñarol,Uruguay,1950-06-24
Oscar Míguez,Uruguay,9,FW, (1927-12-05),4,,Peñarol,Uruguay,1950-06-24
Rubén Morán,Uruguay,11,FW, (1930-08-06),2,,Cerro,Uruguay,1950-06-24
Washington Ortuño,Uruguay,-,MF, (1928-05-13),0,,Peñarol,Uruguay,1950-06-24
Aníbal Paz,Uruguay,1,GK, (1917-05-21),23,,Nacional,Uruguay,1950-06-24
Julio Pérez,Uruguay,8,FW, (1926-06-19),7,,River Plate,Uruguay,1950-06-24
Rodolfo Pini,Uruguay,-,MF, (1926-11-12),6,,Nacional,Uruguay,1950-06-24
Luis Rijo,Uruguay,-,FW, (1927-09-28),0,,Central,Uruguay,1950-06-24
Víctor Rodríguez Andrade,Uruguay,6,MF, (1927-05-02),9,,Central,Uruguay,1950-06-24
Carlos Romero,Uruguay,-,FW, (1927-09-07),4,,Danubio,Uruguay,1950-06-24
Juan Alberto Schiaffino,Uruguay,10,FW, (1925-07-28),7,,Peñarol,Uruguay,1950-06-24
Eusebio Tejera,Uruguay,3,DF, (1922-01-06),24,,Nacional,Uruguay,1950-06-24
Obdulio Varela (Captain),Uruguay,5,MF, (1917-09-20),34,,Peñarol,Uruguay,1950-06-24
Ernesto Vidal,Uruguay,11,FW, (1921-11-15),0,,Peñarol,Uruguay,1950-06-24
Héctor Vilches,Uruguay,-,DF, (1926-02-14),5,,Cerro,Uruguay,1950-06-24
