Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jesús Corona,Mexico,1,GK, (1981-01-26),34,,Cruz Azul,Mexico,2014-06-12
Francisco Javier Rodríguez,Mexico,2,DF, (1981-10-20),95,,América[28],Mexico,2014-06-12
Carlos Salcido,Mexico,3,DF, (1980-04-02),122,,UANL[29],Mexico,2014-06-12
Rafael Márquez (c),Mexico,4,DF, (1979-02-13),120,,León,Mexico,2014-06-12
Diego Reyes,Mexico,5,DF, (1992-09-19),14,,Porto,Portugal,2014-06-12
Héctor Herrera,Mexico,6,MF, (1990-04-19),13,,Porto,Portugal,2014-06-12
Miguel Layún,Mexico,7,DF, (1988-06-25),15,,América,Mexico,2014-06-12
Marco Fabián,Mexico,8,MF, (1989-07-21),15,,Cruz Azul[30],Mexico,2014-06-12
Raúl Jiménez,Mexico,9,FW, (1991-05-05),25,,América,Mexico,2014-06-12
Giovani dos Santos,Mexico,10,MF, (1989-05-11),76,,Villarreal,Spain,2014-06-12
Alan Pulido,Mexico,11,FW, (1991-03-08),6,,UANL,Mexico,2014-06-12
Alfredo Talavera,Mexico,12,GK, (1982-09-18),14,,Toluca,Mexico,2014-06-12
Guillermo Ochoa,Mexico,13,GK, (1985-07-13),59,,Ajaccio[31],France,2014-06-12
Javier Hernández,Mexico,14,FW, (1988-06-01),62,,Manchester United,England,2014-06-12
Héctor Moreno,Mexico,15,DF, (1988-01-17),53,,Espanyol,Spain,2014-06-12
Miguel Ángel Ponce,Mexico,16,DF, (1989-04-12),8,,Toluca[32],Mexico,2014-06-12
Isaác Brizuela,Mexico,17,MF, (1990-08-28),7,,Toluca,Mexico,2014-06-12
Andrés Guardado,Mexico,18,MF, (1986-09-28),104,,Bayer Leverkusen[33],Germany,2014-06-12
Oribe Peralta,Mexico,19,FW, (1984-01-12),33,,Santos Laguna[34],Mexico,2014-06-12
Javier Aquino,Mexico,20,MF, (1990-02-11),22,,Villarreal,Spain,2014-06-12
Carlos Peña,Mexico,21,MF, (1990-03-29),16,,León,Mexico,2014-06-12
Paul Aguilar,Mexico,22,DF, (1986-03-06),30,,América,Mexico,2014-06-12
José Juan Vázquez,Mexico,23,MF, (1988-03-14),5,,León,Mexico,2014-06-12
