Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Claudio Bravo (c),Chile,1,GK, (1983-04-13),79,,Real Sociedad[40],Spain,2014-06-12
Eugenio Mena,Chile,2,DF, (1988-07-18),25,,Santos,Brazil,2014-06-12
Miiko Albornoz,Chile,3,DF, (1990-11-30),2,,Malmö FF[41],Sweden,2014-06-12
Mauricio Isla,Chile,4,MF, (1988-06-12),47,,Juventus,Italy,2014-06-12
Francisco Silva,Chile,5,MF, (1986-02-11),12,,Osasuna,Spain,2014-06-12
Carlos Carmona,Chile,6,MF, (1987-02-21),44,,Atalanta,Italy,2014-06-12
Alexis Sánchez,Chile,7,FW, (1988-12-19),67,,Barcelona[42],Spain,2014-06-12
Arturo Vidal,Chile,8,MF, (1987-05-22),54,,Juventus,Italy,2014-06-12
Mauricio Pinilla,Chile,9,FW, (1984-02-04),27,,Cagliari,Italy,2014-06-12
Jorge Valdivia,Chile,10,MF, (1983-10-03),57,,Palmeiras,Brazil,2014-06-12
Eduardo Vargas,Chile,11,FW, (1989-11-20),30,,Valencia[43],Spain,2014-06-12
Cristopher Toselli,Chile,12,GK, (1988-06-22),4,,Universidad Católica,Chile,2014-06-12
José Manuel Rojas,Chile,13,DF, (1983-06-03),19,,Universidad de Chile,Chile,2014-06-12
Fabián Orellana,Chile,14,MF, (1986-01-27),26,,Celta Vigo,Spain,2014-06-12
Jean Beausejour,Chile,15,MF, (1984-06-03),59,,Wigan Athletic,England,2014-06-12
Felipe Gutiérrez,Chile,16,MF, (1990-10-08),18,,Twente,Netherlands,2014-06-12
Gary Medel,Chile,17,DF, (1987-08-03),61,,Cardiff City,Wales,2014-06-12
Gonzalo Jara,Chile,18,DF, (1985-08-29),65,,Nottingham Forest[44],England,2014-06-12
José Pedro Fuenzalida,Chile,19,MF, (1985-02-22),23,,Colo-Colo,Chile,2014-06-12
Charles Aránguiz,Chile,20,MF, (1989-04-17),21,,Internacional,Brazil,2014-06-12
Marcelo Díaz,Chile,21,MF, (1986-12-30),21,,Basel,Switzerland,2014-06-12
Esteban Paredes,Chile,22,FW, (1980-08-01),35,,Colo-Colo,Chile,2014-06-12
Johnny Herrera,Chile,23,GK, (1981-05-09),8,,Universidad de Chile,Chile,2014-06-12
