Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Rahman Ahmadi,Iran,1,GK, (1980-07-30),10,,Sepahan,Iran,2014-06-12
Khosro Heydari,Iran,2,DF, (1983-09-14),49,,Esteghlal,Iran,2014-06-12
Ehsan Hajsafi,Iran,3,MF, (1990-02-25),62,,Sepahan,Iran,2014-06-12
Jalal Hosseini,Iran,4,DF, (1982-02-03),85,,Persepolis,Iran,2014-06-12
Amir Hossein Sadeghi,Iran,5,DF, (1981-09-06),17,,Esteghlal,Iran,2014-06-12
Javad Nekounam (c),Iran,6,MF, (1980-10-07),140,,Al-Kuwait,Kuwait,2014-06-12
Masoud Shojaei,Iran,7,MF, (1984-06-09),50,,Las Palmas,Spain,2014-06-12
Reza Haghighi,Iran,8,MF, (1989-02-01),8,,Persepolis,Iran,2014-06-12
Alireza Jahanbakhsh,Iran,9,FW, (1993-08-11),7,,NEC,Netherlands,2014-06-12
Karim Ansarifard,Iran,10,FW, (1990-04-03),42,,Tractor Sazi,Iran,2014-06-12
Ghasem Haddadifar,Iran,11,MF, (1983-07-12),17,,Zob Ahan,Iran,2014-06-12
Alireza Haghighi,Iran,12,GK, (1988-05-02),6,,Sporting Covilhã[117],Portugal,2014-06-12
Hossein Mahini,Iran,13,DF, (1986-09-16),22,,Persepolis,Iran,2014-06-12
Andranik Teymourian,Iran,14,MF, (1983-03-06),79,,Esteghlal,Iran,2014-06-12
Pejman Montazeri,Iran,15,DF, (1983-09-06),22,,Umm Salal,Qatar,2014-06-12
Reza Ghoochannejhad,Iran,16,FW, (1987-09-20),14,,Charlton Athletic,England,2014-06-12
Ahmad Alenemeh,Iran,17,DF, (1982-10-10),9,,Naft Tehran,Iran,2014-06-12
Bakhtiar Rahmani,Iran,18,MF, (1991-09-23),4,,Foolad,Iran,2014-06-12
Hashem Beikzadeh,Iran,19,DF, (1984-01-22),17,,Esteghlal,Iran,2014-06-12
Steven Beitashour,Iran,20,DF, (1987-02-01),6,,Vancouver Whitecaps FC,Canada,2014-06-12
Ashkan Dejagah,Iran,21,MF, (1986-07-05),14,,Fulham,England,2014-06-12
Daniel Davari,Iran,22,GK, (1988-01-06),4,,Eintracht Braunschweig[118],Germany,2014-06-12
Mehrdad Pooladi,Iran,23,DF, (1987-02-26),20,,Persepolis,Iran,2014-06-12
