Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jefferson,Brazil,1,GK, (1983-01-02),9,,Botafogo,Brazil,2014-06-12
Dani Alves,Brazil,2,DF, (1983-05-06),75,,Barcelona,Spain,2014-06-12
Thiago Silva (c),Brazil,3,DF, (1984-09-22),46,,Paris Saint-Germain,France,2014-06-12
David Luiz,Brazil,4,DF, (1987-04-22),36,,Chelsea[7],England,2014-06-12
Fernandinho,Brazil,5,MF, (1985-05-04),7,,Manchester City,England,2014-06-12
Marcelo,Brazil,6,DF, (1988-05-12),31,,Real Madrid,Spain,2014-06-12
Hulk,Brazil,7,FW, (1986-07-25),35,,Zenit Saint Petersburg,Russia,2014-06-12
Paulinho,Brazil,8,MF, (1988-07-25),26,,Tottenham Hotspur,England,2014-06-12
Fred,Brazil,9,FW, (1983-10-03),33,,Fluminense,Brazil,2014-06-12
Neymar,Brazil,10,FW, (1992-02-05),49,,Barcelona,Spain,2014-06-12
Oscar,Brazil,11,MF, (1991-09-09),31,,Chelsea,England,2014-06-12
Júlio César,Brazil,12,GK, (1979-09-03),80,,Toronto FC[8],Canada,2014-06-12
Dante,Brazil,13,DF, (1983-10-18),12,,Bayern Munich,Germany,2014-06-12
Maxwell,Brazil,14,DF, (1981-08-27),9,,Paris Saint-Germain,France,2014-06-12
Henrique,Brazil,15,DF, (1986-10-14),5,,Napoli,Italy,2014-06-12
Ramires,Brazil,16,MF, (1987-03-24),42,,Chelsea,England,2014-06-12
Luiz Gustavo,Brazil,17,MF, (1987-07-23),19,,VfL Wolfsburg,Germany,2014-06-12
Hernanes,Brazil,18,MF, (1985-05-29),24,,Inter Milan,Italy,2014-06-12
Willian,Brazil,19,MF, (1988-08-09),7,,Chelsea,England,2014-06-12
Bernard,Brazil,20,FW, (1992-09-08),11,,Shakhtar Donetsk,Ukraine,2014-06-12
Jô,Brazil,21,FW, (1987-03-20),17,,Atlético Mineiro,Brazil,2014-06-12
Victor,Brazil,22,GK, (1983-01-21),6,,Atlético Mineiro,Brazil,2014-06-12
Maicon,Brazil,23,DF, (1981-07-26),72,,Roma,Italy,2014-06-12
