Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Eduardo,Portugal,1,GK, (1982-09-19),34,,Braga[138],Portugal,2014-06-12
Bruno Alves,Portugal,2,DF, (1981-11-27),72,,Fenerbahçe,Turkey,2014-06-12
Pepe,Portugal,3,DF, (1983-02-26),58,,Real Madrid,Spain,2014-06-12
Miguel Veloso,Portugal,4,MF, (1986-05-11),49,,Dynamo Kyiv,Ukraine,2014-06-12
Fábio Coentrão,Portugal,5,DF, (1988-03-11),45,,Real Madrid,Spain,2014-06-12
William Carvalho,Portugal,6,MF, (1992-04-07),4,,Sporting CP,Portugal,2014-06-12
Cristiano Ronaldo (c),Portugal,7,FW, (1985-02-05),111,,Real Madrid,Spain,2014-06-12
João Moutinho,Portugal,8,MF, (1986-09-08),68,,Monaco,France,2014-06-12
Hugo Almeida,Portugal,9,FW, (1984-05-23),55,,Beşiktaş,Turkey,2014-06-12
Vieirinha,Portugal,10,MF, (1986-01-24),9,,VfL Wolfsburg,Germany,2014-06-12
Eder,Portugal,11,FW, (1987-12-22),8,,Braga,Portugal,2014-06-12
Rui Patrício,Portugal,12,GK, (1988-02-15),30,,Sporting CP,Portugal,2014-06-12
Ricardo Costa,Portugal,13,DF, (1981-05-16),19,,Valencia,Spain,2014-06-12
Luís Neto,Portugal,14,DF, (1988-05-26),9,,Zenit Saint Petersburg,Russia,2014-06-12
Rafa Silva,Portugal,15,MF, (1993-05-17),3,,Braga,Portugal,2014-06-12
Raul Meireles,Portugal,16,MF, (1983-03-17),74,,Fenerbahçe,Turkey,2014-06-12
Nani,Portugal,17,MF, (1986-11-17),75,,Manchester United,England,2014-06-12
Silvestre Varela,Portugal,18,MF, (1985-02-02),24,,Porto,Portugal,2014-06-12
André Almeida,Portugal,19,DF, (1990-09-10),5,,Benfica,Portugal,2014-06-12
Rúben Amorim,Portugal,20,MF, (1985-01-27),13,,Benfica,Portugal,2014-06-12
João Pereira,Portugal,21,DF, (1984-02-25),36,,Valencia,Spain,2014-06-12
Beto,Portugal,22,GK, (1982-05-01),7,,Sevilla,Spain,2014-06-12
Hélder Postiga,Portugal,23,FW, (1982-08-02),69,,Lazio[139],Italy,2014-06-12
