Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Thibaut Courtois,Belgium,1,GK, (1992-05-11),17,,Atlético Madrid[146],Spain,2014-06-12
Toby Alderweireld,Belgium,2,DF, (1989-03-02),34,,Atlético Madrid,Spain,2014-06-12
Thomas Vermaelen,Belgium,3,DF, (1985-11-14),47,,Arsenal,England,2014-06-12
Vincent Kompany (c),Belgium,4,DF, (1986-04-10),59,,Manchester City,England,2014-06-12
Jan Vertonghen,Belgium,5,DF, (1987-04-24),56,,Tottenham Hotspur,England,2014-06-12
Axel Witsel,Belgium,6,MF, (1989-01-12),48,,Zenit Saint Petersburg,Russia,2014-06-12
Kevin De Bruyne,Belgium,7,MF, (1991-06-28),21,,VfL Wolfsburg,Germany,2014-06-12
Marouane Fellaini,Belgium,8,MF, (1987-11-22),50,,Manchester United,England,2014-06-12
Romelu Lukaku,Belgium,9,FW, (1993-05-13),29,,Everton[147],England,2014-06-12
Eden Hazard,Belgium,10,MF, (1991-01-07),45,,Chelsea,England,2014-06-12
Kevin Mirallas,Belgium,11,MF, (1987-10-05),44,,Everton,England,2014-06-12
Simon Mignolet,Belgium,12,GK, (1988-08-06),14,,Liverpool,England,2014-06-12
Sammy Bossut,Belgium,13,GK, (1985-08-11),0,,Zulte Waregem,Belgium,2014-06-12
Dries Mertens,Belgium,14,FW, (1987-05-06),25,,Napoli,Italy,2014-06-12
Daniel Van Buyten,Belgium,15,DF, (1978-02-07),79,,Bayern Munich,Germany,2014-06-12
Steven Defour,Belgium,16,MF, (1988-04-15),43,,Porto,Portugal,2014-06-12
Divock Origi,Belgium,17,FW, (1995-04-18),2,,Lille,France,2014-06-12
Nicolas Lombaerts,Belgium,18,DF, (1985-03-20),25,,Zenit Saint Petersburg,Russia,2014-06-12
Mousa Dembélé,Belgium,19,MF, (1987-07-16),57,,Tottenham Hotspur,England,2014-06-12
Adnan Januzaj,Belgium,20,MF, (1995-02-05),1,,Manchester United,England,2014-06-12
Anthony Vanden Borre,Belgium,21,DF, (1987-10-24),25,,Anderlecht,Belgium,2014-06-12
Nacer Chadli,Belgium,22,MF, (1989-10-02),20,,Tottenham Hotspur,England,2014-06-12
Laurent Ciman,Belgium,23,DF, (1985-08-05),8,,Standard Liège,Belgium,2014-06-12
