Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gianluigi Buffon (c),Italy,1,GK, (1978-01-28),140,,Juventus,Italy,2014-06-12
Mattia De Sciglio,Italy,2,DF, (1992-10-20),11,,Milan,Italy,2014-06-12
Giorgio Chiellini,Italy,3,DF, (1984-08-14),68,,Juventus,Italy,2014-06-12
Matteo Darmian,Italy,4,DF, (1989-12-02),1,,Torino,Italy,2014-06-12
Thiago Motta,Italy,5,MF, (1982-08-28),20,,Paris Saint-Germain,France,2014-06-12
Antonio Candreva,Italy,6,MF, (1987-02-28),20,,Lazio,Italy,2014-06-12
Ignazio Abate,Italy,7,DF, (1986-11-12),20,,Milan,Italy,2014-06-12
Claudio Marchisio,Italy,8,MF, (1986-01-19),44,,Juventus,Italy,2014-06-12
Mario Balotelli,Italy,9,FW, (1990-08-12),30,,Milan,Italy,2014-06-12
Antonio Cassano,Italy,10,FW, (1982-07-12),37,,Parma,Italy,2014-06-12
Alessio Cerci,Italy,11,FW, (1987-07-23),12,,Torino,Italy,2014-06-12
Salvatore Sirigu,Italy,12,GK, (1987-01-12),8,,Paris Saint-Germain,France,2014-06-12
Mattia Perin,Italy,13,GK, (1992-11-10),0,,Genoa,Italy,2014-06-12
Alberto Aquilani,Italy,14,MF, (1984-07-07),35,,Fiorentina,Italy,2014-06-12
Andrea Barzagli,Italy,15,DF, (1981-05-08),47,,Juventus,Italy,2014-06-12
Daniele De Rossi,Italy,16,MF, (1983-07-24),95,,Roma,Italy,2014-06-12
Ciro Immobile,Italy,17,FW, (1990-02-20),2,,Torino[77],Italy,2014-06-12
Marco Parolo,Italy,18,MF, (1985-01-25),4,,Parma[78],Italy,2014-06-12
Leonardo Bonucci,Italy,19,DF, (1987-05-01),37,,Juventus,Italy,2014-06-12
Gabriel Paletta,Italy,20,DF, (1986-02-15),2,,Parma,Italy,2014-06-12
Andrea Pirlo,Italy,21,MF, (1979-05-19),109,,Juventus,Italy,2014-06-12
Lorenzo Insigne,Italy,22,FW, (1991-06-04),5,,Napoli,Italy,2014-06-12
Marco Verratti,Italy,23,MF, (1992-11-05),6,,Paris Saint-Germain,France,2014-06-12
