Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Stipe Pletikosa,Croatia,1,GK, (1979-01-08),111,,Rostov,Russia,2014-06-12
Šime Vrsaljko,Croatia,2,DF, (1992-01-10),7,,Genoa,Italy,2014-06-12
Danijel Pranjić,Croatia,3,DF, (1981-12-02),50,,Panathinaikos,Greece,2014-06-12
Ivan Perišić,Croatia,4,MF, (1989-02-02),29,,VfL Wolfsburg,Germany,2014-06-12
Vedran Ćorluka,Croatia,5,DF, (1986-02-05),72,,Lokomotiv Moscow,Russia,2014-06-12
Dejan Lovren,Croatia,6,DF, (1989-07-05),25,,Southampton,England,2014-06-12
Ivan Rakitić,Croatia,7,MF, (1988-03-10),62,,Sevilla[21],Spain,2014-06-12
Ognjen Vukojević,Croatia,8,MF, (1983-12-20),55,,Dynamo Kyiv,Ukraine,2014-06-12
Nikica Jelavić,Croatia,9,FW, (1985-08-27),33,,Hull City,England,2014-06-12
Luka Modrić,Croatia,10,MF, (1985-09-09),75,,Real Madrid,Spain,2014-06-12
Darijo Srna (c),Croatia,11,DF, (1982-05-01),112,,Shakhtar Donetsk,Ukraine,2014-06-12
Oliver Zelenika,Croatia,12,GK, (1993-05-14),0,,Lokomotiva[22],Croatia,2014-06-12
Gordon Schildenfeld,Croatia,13,DF, (1985-03-18),21,,Panathinaikos[23],Greece,2014-06-12
Marcelo Brozović,Croatia,14,MF, (1992-11-16),1,,Dinamo Zagreb,Croatia,2014-06-12
Milan Badelj,Croatia,15,MF, (1989-02-25),9,,Hamburger SV,Germany,2014-06-12
Ante Rebić,Croatia,16,FW, (1993-09-21),5,,Fiorentina,Italy,2014-06-12
Mario Mandžukić,Croatia,17,FW, (1986-05-21),50,,Bayern Munich[24],Germany,2014-06-12
Ivica Olić,Croatia,18,FW, (1979-09-14),92,,VfL Wolfsburg,Germany,2014-06-12
Sammir,Croatia,19,MF, (1987-04-23),6,,Getafe,Spain,2014-06-12
Mateo Kovačić,Croatia,20,MF, (1994-05-06),10,,Inter Milan,Italy,2014-06-12
Domagoj Vida,Croatia,21,DF, (1989-04-29),23,,Dynamo Kyiv,Ukraine,2014-06-12
Eduardo,Croatia,22,FW, (1983-02-25),63,,Shakhtar Donetsk,Ukraine,2014-06-12
Danijel Subašić,Croatia,23,GK, (1984-10-27),6,,Monaco,France,2014-06-12
