Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ferdinand Adams,Belgium,,FW, (1903-05-03),21,,SC Anderlechtois,Belgium,1930-07-17
Arnold Badjou,Belgium,,GK, (1909-06-26),3,,Daring Club de Bruxelles Société Royale,Belgium,1930-07-17
Pierre Braine (c),Belgium,,MF, (1900-10-26),42,,Royal Beerschot AC,Belgium,1930-07-17
Alexis Chantraine,Belgium,,MF, (1901-03-16),0,,Royal FC Liégeois,Belgium,1930-07-17
Jean De Bie,Belgium,,GK, (1892-05-09),37,,Royal Racing Club de Bruxelles,Belgium,1930-07-17
Jean De Clercq,Belgium,,MF, (1905-05-17),5,,Royal Antwerp FC,Belgium,1930-07-17
Henri De Deken,Belgium,,DF, (1907-08-03),0,,Royal Antwerp FC,Belgium,1930-07-17
Gérard Delbeke,Belgium,,MF, (1903-09-01),0,,Royal FC Brugeois,Belgium,1930-07-17
Jan Diddens,Belgium,,FW, (1908-09-14),21,,RC de Malines Société Royale,Belgium,1930-07-17
August Hellemans,Belgium,,MF, (1907-09-14),4,,Royal FC Malinois,Belgium,1930-07-17
Nic Hoydonckx,Belgium,,DF, (1900-12-29),19,,FC Excelsior Hasselt,Belgium,1930-07-17
Jacques Moeschal,Belgium,,FW, (1900-09-06),15,,Royal Racing Club de Bruxelles,Belgium,1930-07-17
Theodore Nouwens,Belgium,,DF, (1908-02-17),10,,RC de Malines Société Royale,Belgium,1930-07-17
André Saeys,Belgium,,FW, (1911-02-20),0,,Royal CS Brugeois,Belgium,1930-07-17
Louis Versyp,Belgium,,FW, (1908-12-05),7,,Royal FC Brugeois,Belgium,1930-07-17
Bernard Voorhoof,Belgium,,FW, (1910-05-10),6,,Liersche Sportkring,Belgium,1930-07-17
