Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Francisco Aguirre,Paraguay,,MF,"1908
",0,,Olimpia,Paraguay,1930-07-17
Pedro Benítez,Paraguay,,GK, (1901-01-12),0,,Libertad,Paraguay,1930-07-17
Santiago Benítez,Paraguay,,MF,"1906
",0,,Olimpia,Paraguay,1930-07-17
Delfín Benítez Cáceres,Paraguay,,FW, (1910-09-24),0,,Libertad,Paraguay,1930-07-17
Saguier Carreras,Paraguay,,FW,"
",?,,Sportivo Luqueño,Paraguay,1930-07-17
Eustacio Chamorro,Paraguay,,DF,"
",?,,Presidente Hayes,Paraguay,1930-07-17
Modesto Denis,Paraguay,,GK,"1901
",0,,Nacional,Paraguay,1930-07-17
Eusebio Díaz,Paraguay,,MF,"1901
",0,,Guaraní,Paraguay,1930-07-17
Diógenes Domínguez,Paraguay,,FW,"1902
",0,,Sportivo Luqueño,Paraguay,1930-07-17
Romildo Etcheverry,Paraguay,,MF, (1906-12-15),0,,Olimpia,Paraguay,1930-07-17
Diego Florentín,Paraguay,,MF,"
",?,,River Plate,Paraguay,1930-07-17
Salvador Flores,Paraguay,,DF,"1906
",0,,Cerro Porteño,Paraguay,1930-07-17
Tranquilino Garcete,Paraguay,,MF,"1907
",0,,Libertad,Paraguay,1930-07-17
Aurelio González,Paraguay,,FW, (1905-09-25),0,,Olimpia,Paraguay,1930-07-17
José Miracca,Paraguay,,DF, (1903-09-23),0,,Nacional,Paraguay,1930-07-17
Lino Nessi,Paraguay,,FW,"1904
",0,,Libertad,Paraguay,1930-07-17
Quiterio Olmedo,Paraguay,,DF, (1907-12-21),0,,Nacional,Paraguay,1930-07-17
Amadeo Ortega,Paraguay,,FW,"
",0,,River Plate,Paraguay,1930-07-17
Bernabé Rivera,Paraguay,,FW,"
",0,,Sportivo Luqueño,Paraguay,1930-07-17
Gerardo Romero,Paraguay,,FW,"1906
",0,,Libertad,Paraguay,1930-07-17
Luis Vargas Peña (c),Paraguay,,FW, (1907-04-23),0,,Olimpia,Paraguay,1930-07-17
Jacinto Villalba,Paraguay,,FW,"
",?,,Cerro Porteño,Paraguay,1930-07-17
