Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Milorad Arsenijević,Yugoslavia,,MF, (1906-06-06),16,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Ivan Bek,Yugoslavia,,FW, (1909-10-29),2,,FC Sète,France,1930-07-17
Momčilo Đokić,Yugoslavia,,MF, (1911-02-27),2,,SK Jugoslavija,Kingdom of Yugoslavia,1930-07-17
Branislav Hrnjiček,Yugoslavia,,MF, (1908-06-05),4,,SK Jugoslavija,Kingdom of Yugoslavia,1930-07-17
Milutin Ivković (c),Yugoslavia,,DF, (1906-03-03),22,,SK Soko,Kingdom of Yugoslavia,1930-07-17
Milovan Jakšić,Yugoslavia,,GK, (1909-09-19),2,,SK Soko,Kingdom of Yugoslavia,1930-07-17
Blagoje Marjanović,Yugoslavia,,FW, (1907-09-09),15,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Bozidar Marković,Yugoslavia,,FW, (1900-01-01),0,,SK Vojvodina,Kingdom of Yugoslavia,1930-07-17
Dragoslav Mihajlović,Yugoslavia,,DF, (1906-12-13),1,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Dragutin Najdanović,Yugoslavia,,FW, (1908-04-15),3,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Branislav Sekulić,Yugoslavia,,FW, (1906-10-29),3,,Club Français,France,1930-07-17
Teofilo Spasojević,Yugoslavia,,MF, (1909-01-21),1,,SK Jugoslavija,Kingdom of Yugoslavia,1930-07-17
Ljubiša Stefanović,Yugoslavia,,MF, (1910-01-04),0,,FC Sète,France,1930-07-17
Milan Stojanović,Yugoslavia,,GK, (1911-12-28),0,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Aleksandar Tirnanić,Yugoslavia,,FW, (1910-07-15),5,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Dragomir Tošić,Yugoslavia,,DF, (1909-11-08),0,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
Đorđe Vujadinović,Yugoslavia,,FW, (1909-11-29),4,,BSK Beograd,Kingdom of Yugoslavia,1930-07-17
