Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Juan Aguilera,Chile,,FW, (1903-10-23),0,,Audax Italiano,Chile,1930-07-17
Guillermo Arellano,Chile,,FW, (1908-08-21),0,,Colo-Colo,Chile,1930-07-17
Ernesto Chaparro,Chile,,DF, (1901-01-04),3,,Colo-Colo,Chile,1930-07-17
Arturo Coddou,Chile,,MF, (1905-01-14),0,,Lord Cochrane,Chile,1930-07-17
Roberto Cortés,Chile,,GK, (1905-02-02),3,,Colo-Colo,Chile,1930-07-17
Humberto Elgueta,Chile,,MF, (1904-09-10),9,,Deportivo Naval,Chile,1930-07-17
César Espinoza,Chile,,GK, (1900-09-28),0,,CD Santiago,Chile,1930-07-17
Víctor Morales,Chile,,DF, (1905-05-10),8,,Colo-Colo,Chile,1930-07-17
Horacio Muñoz,Chile,,FW,"1 January 1900 (aged 30)
",9,,Arturo Fernández Vial,Chile,1930-07-17
Tomás Ojeda,Chile,,FW, (1910-04-20),0,,Boca Juniors Antofagasta,Chile,1930-07-17
Ulises Poirier,Chile,,DF, (1897-02-02),14,,La Cruz FC,Chile,1930-07-17
Guillermo Riveros,Chile,,DF, (1902-02-10),2,,La Cruz FC,Chile,1930-07-17
Guillermo Saavedra,Chile,,MF, (1903-11-05),6,,Colo-Colo,Chile,1930-07-17
Carlos Schneeberger (c),Chile,,FW, (1902-06-21),3,,Colo-Colo,Chile,1930-07-17
Guillermo Subiabre,Chile,,FW, (1902-02-25),3,,Colo-Colo,Chile,1930-07-17
Arturo Torres,Chile,,MF, (1906-10-20),3,,Colo-Colo,Chile,1930-07-17
Casimiro Torres,Chile,,MF,"1 January 1906 (age 24)
",0,,Everton,Chile,1930-07-17
Carlos Vidal,Chile,,FW, (1902-02-24),0,,Federico Schwager,Chile,1930-07-17
Eberardo Villalobos,Chile,,FW, (1908-04-01),0,,Rangers,Chile,1930-07-17
