Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ștefan Barbu,Romania,,FW, (1908-03-02),4,,Gloria Arad,Romania,1930-07-17
Rudolf Bürger,Romania,,DF, (1908-10-31),4,,Chinezul Timișoara,Romania,1930-07-17
Iosif Czako,Romania,,DF, (1906-06-11),1,,UDR Reșița,Romania,1930-07-17
Adalbert Deșu,Romania,,FW, (1909-03-24),4,,UDR Reșița,Romania,1930-07-17
Alfred Eisenbeisser,Romania,,MF, (1908-04-07),0,,Dragoș Vodă Cernăuți,Romania,1930-07-17
Miklós Kovács,Romania,,FW, (1911-12-23),3,,Banatul Timișoara,Romania,1930-07-17
Ion Lăpușneanu,Romania,,GK, (1908-12-08),3,,Sportul Studențesc,Romania,1930-07-17
Ladislau Raffinsky,Romania,,MF, (1905-04-23),4,,Juventus București,Romania,1930-07-17
Corneliu Robe,Romania,,MF, (1908-05-23),0,,Olympia București,Romania,1930-07-17
Constantin Stanciu,Romania,,FW, (1907-09-24),4,,Venus București,Romania,1930-07-17
Adalbert Steiner,Romania,,DF, (1907-01-24),9,,Chinezul Timișoara,Romania,1930-07-17
Ilie Subășeanu,Romania,,FW, (1906-01-01),2,,Olympia București,Romania,1930-07-17
Emerich Vogl (c),Romania,,DF, (1905-08-12),10,,Juventus București,Romania,1930-07-17
Rudolf Wetzer,Romania,,FW, (1901-03-17),12,,Juventus București,Romania,1930-07-17
Samuel Zauber,Romania,,GK, (1900-11-10),0,,Maccabi București,Romania,1930-07-17
