Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Rinat Dasayev,Soviet Union,1,GK, (1957-06-13),21,,Spartak Moscow,Soviet Union,1982-06-13
Tengiz Sulakvelidze,Soviet Union,2,DF, (1956-07-23),16,,Dinamo Tbilisi,Soviet Union,1982-06-13
Aleksandr Chivadze (c),Soviet Union,3,DF, (1955-04-08),15,,Dinamo Tbilisi,Soviet Union,1982-06-13
Vagiz Khidiyatullin,Soviet Union,4,DF, (1959-03-03),26,,CSKA Moscow,Soviet Union,1982-06-13
Sergei Baltacha,Soviet Union,5,DF, (1958-02-17),11,,Dynamo Kyiv,Soviet Union,1982-06-13
Anatoliy Demyanenko,Soviet Union,6,DF, (1959-02-19),8,,Dynamo Kyiv,Soviet Union,1982-06-13
Ramaz Shengelia,Soviet Union,7,FW, (1957-01-01),16,,Dinamo Tbilisi,Soviet Union,1982-06-13
Volodymyr Bessonov,Soviet Union,8,MF, (1958-03-05),32,,Dynamo Kyiv,Soviet Union,1982-06-13
Yuri Gavrilov,Soviet Union,9,MF, (1953-05-03),28,,Spartak Moscow,Soviet Union,1982-06-13
Khoren Hovhannisyan,Soviet Union,10,MF, (1955-01-10),17,,Ararat Yerevan,Soviet Union,1982-06-13
Oleg Blokhin,Soviet Union,11,FW, (1952-11-05),78,,Dynamo Kyiv,Soviet Union,1982-06-13
Andriy Bal,Soviet Union,12,MF, (1958-02-16),4,,Dynamo Kyiv,Soviet Union,1982-06-13
Vitaly Daraselia,Soviet Union,13,MF, (1957-10-09),18,,Dinamo Tbilisi,Soviet Union,1982-06-13
Sergei Borovsky,Soviet Union,14,DF, (1956-01-29),5,,Dinamo Minsk,Soviet Union,1982-06-13
Sergey Andreyev,Soviet Union,15,FW, (1956-05-16),18,,SKA Rostov,Soviet Union,1982-06-13
Sergey Rodionov,Soviet Union,16,FW, (1962-09-03),2,,Spartak Moscow,Soviet Union,1982-06-13
Leonid Buryak,Soviet Union,17,MF, (1953-07-10),43,,Dynamo Kyiv,Soviet Union,1982-06-13
Yuri Susloparov,Soviet Union,18,DF, (1958-08-14),6,,Torpedo Moscow,Soviet Union,1982-06-13
Vadym Yevtushenko,Soviet Union,19,MF, (1958-01-01),2,,Dynamo Kyiv,Soviet Union,1982-06-13
Oleg Romantsev,Soviet Union,20,DF, (1954-01-04),9,,Spartak Moscow,Soviet Union,1982-06-13
Viktor Chanov,Soviet Union,21,GK, (1959-07-21),1,,Dynamo Kyiv,Soviet Union,1982-06-13
Vyacheslav Chanov,Soviet Union,22,GK, (1951-10-23),0,,Torpedo Moscow,Soviet Union,1982-06-13
