Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jean-Marie Pfaff,Belgium,1,GK, (1953-12-04),28,,Beveren,Belgium,1982-06-13
Eric Gerets (c),Belgium,2,DF, (1954-05-18),38,,Standard Liège,Belgium,1982-06-13
Luc Millecamps,Belgium,3,DF, (1951-09-10),24,,KSV Waregem,Belgium,1982-06-13
Walter Meeuws,Belgium,4,DF, (1951-07-11),32,,Standard Liège,Belgium,1982-06-13
Michel Renquin,Belgium,5,DF, (1955-11-03),34,,Anderlecht,Belgium,1982-06-13
Franky Vercauteren,Belgium,6,FW, (1956-10-28),18,,Anderlecht,Belgium,1982-06-13
Jos Daerden,Belgium,7,MF, (1954-11-26),1,,Standard Liège,Belgium,1982-06-13
Wilfried Van Moer,Belgium,8,MF, (1945-03-01),54,,Beveren,Belgium,1982-06-13
Erwin Vandenbergh,Belgium,9,FW, (1959-01-26),18,,Lierse,Belgium,1982-06-13
Ludo Coeck,Belgium,10,MF, (1955-09-25),29,,Anderlecht,Belgium,1982-06-13
Jan Ceulemans,Belgium,11,MF, (1957-02-28),28,,Club Brugge,Belgium,1982-06-13
Theo Custers,Belgium,12,GK, (1950-08-10),9,,Espanyol,Spain,1982-06-13
François Van Der Elst,Belgium,13,FW, (1954-12-01),36,,West Ham United,England,1982-06-13
Marc Baecke,Belgium,14,DF, (1956-07-24),6,,Beveren,Belgium,1982-06-13
Maurits De Schrijver,Belgium,15,DF, (1951-06-26),1,,Lokeren,Belgium,1982-06-13
Gerard Plessers,Belgium,16,DF, (1959-03-30),7,,Standard Liège,Belgium,1982-06-13
René Verheyen,Belgium,17,MF, (1952-03-20),18,,Lokeren,Belgium,1982-06-13
Raymond Mommens,Belgium,18,FW, (1958-12-27),10,,Lokeren,Belgium,1982-06-13
Marc Millecamps,Belgium,19,MF, (1950-10-09),5,,KSV Waregem,Belgium,1982-06-13
Guy Vandersmissen,Belgium,20,MF, (1957-12-25),0,,Standard Liège,Belgium,1982-06-13
Alexandre Czerniatynski,Belgium,21,FW, (1960-07-28),6,,Antwerp,Belgium,1982-06-13
Jacky Munaron,Belgium,22,GK, (1956-09-08),0,,Anderlecht,Belgium,1982-06-13
