Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Eusebio Acasuzo,Peru,1,GK, (1952-04-08),2,,Universitario,Peru,1982-06-13
Jaime Duarte,Peru,2,DF, (1955-02-27),7,,Alianza Lima,Peru,1982-06-13
Salvador Salguero,Peru,3,DF, (1951-08-10),0,,Alianza Lima,Peru,1982-06-13
Hugo Gastulo,Peru,4,DF, (1958-01-09),0,,Universitario,Peru,1982-06-13
Germán Leguía,Peru,5,MF, (1954-01-02),3,,Universitario,Peru,1982-06-13
José Velásquez,Peru,6,MF, (1952-06-04),52,,Independiente Medellín,Colombia,1982-06-13
Gerónimo Barbadillo,Peru,7,FW, (1952-09-24),3,,UANL,Mexico,1982-06-13
César Cueto,Peru,8,MF, (1952-06-16),9,,Atlético Nacional,Colombia,1982-06-13
Julio César Uribe,Peru,9,MF, (1958-05-09),0,,Sporting Cristal,Peru,1982-06-13
Teófilo Cubillas,Peru,10,MF, (1949-03-08),78,,Fort Lauderdale Strikers,United States,1982-06-13
Juan Carlos Oblitas,Peru,11,FW, (1951-02-16),44,,Seraing,Belgium,1982-06-13
José González,Peru,12,GK, (1954-07-10),0,,Alianza Lima,Peru,1982-06-13
Oscar Arizaga,Peru,13,MF, (1957-08-20),?,,Atlético Chalaco,Peru,1982-06-13
Miguel Gutiérrez,Peru,14,MF, (1956-11-19),?,,Sporting Cristal,Peru,1982-06-13
Rubén Toribio Díaz (c),Peru,15,DF, (1952-04-17),60,,Sporting Cristal,Peru,1982-06-13
Jorge Olaechea,Peru,16,DF, (1956-08-27),2,,Alianza Lima,Peru,1982-06-13
Franco Navarro,Peru,17,FW, (1961-11-10),0,,Deportivo Municipal,Peru,1982-06-13
Eduardo Malásquez,Peru,18,MF, (1957-10-13),0,,Deportivo Municipal,Peru,1982-06-13
Guillermo La Rosa,Peru,19,FW, (1952-06-06),8,,Atlético Nacional,Colombia,1982-06-13
Percy Rojas,Peru,20,FW, (1949-09-16),49,,Seraing,Belgium,1982-06-13
Ramón Quiroga,Peru,21,GK, (1950-07-23),8,,Sporting Cristal,Peru,1982-06-13
Luis Reyna,Peru,22,MF, (1959-05-16),0,,Sporting Cristal,Peru,1982-06-13
