Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Józef Młynarczyk,Poland,1,GK, (1953-09-20),10,,Widzew Łódź,Poland,1982-06-13
Marek Dziuba,Poland,2,DF, (1955-12-19),44,,ŁKS Łódź,Poland,1982-06-13
Janusz Kupcewicz,Poland,3,MF, (1955-12-09),10,,Arka Gdynia,Poland,1982-06-13
Tadeusz Dolny,Poland,4,DF, (1958-05-07),4,,Górnik Zabrze,Poland,1982-06-13
Paweł Janas,Poland,5,DF, (1953-03-04),40,,Legia Warsaw,Poland,1982-06-13
Piotr Skrobowski,Poland,6,DF, (1961-10-16),14,,Wisła Kraków,Poland,1982-06-13
Jan Jałocha,Poland,7,DF, (1957-07-18),8,,Wisła Kraków,Poland,1982-06-13
Waldemar Matysik,Poland,8,MF, (1961-09-27),10,,Górnik Zabrze,Poland,1982-06-13
Władysław Żmuda (c),Poland,9,DF, (1954-06-06),72,,Widzew Łódź,Poland,1982-06-13
Stefan Majewski,Poland,10,DF, (1956-01-31),17,,Legia Warsaw,Poland,1982-06-13
Włodzimierz Smolarek,Poland,11,FW, (1957-07-16),12,,Widzew Łódź,Poland,1982-06-13
Roman Wójcicki,Poland,12,DF, (1958-01-08),12,,Śląsk Wrocław,Poland,1982-06-13
Andrzej Buncol,Poland,13,MF, (1959-09-21),9,,Legia Warsaw,Poland,1982-06-13
Andrzej Pałasz,Poland,14,MF, (1960-07-22),14,,Górnik Zabrze,Poland,1982-06-13
Włodzimierz Ciołek,Poland,15,FW, (1956-03-24),12,,Stal Mielec,Poland,1982-06-13
Grzegorz Lato,Poland,16,FW, (1950-04-08),92,,Lokeren,Belgium,1982-06-13
Andrzej Szarmach,Poland,17,FW, (1950-10-03),59,,Auxerre,France,1982-06-13
Marek Kusto,Poland,18,FW, (1954-04-29),15,,Legia Warsaw,Poland,1982-06-13
Andrzej Iwan,Poland,19,FW, (1959-11-10),19,,Wisła Kraków,Poland,1982-06-13
Zbigniew Boniek,Poland,20,FW, (1956-03-03),50,,Widzew Łódź,Poland,1982-06-13
Jacek Kazimierski,Poland,21,GK, (1959-08-17),4,,Legia Warsaw,Poland,1982-06-13
Piotr Mowlik,Poland,22,GK, (1951-04-21),21,,Lech Poznań,Poland,1982-06-13
