Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Dino Zoff (c),Italy,1,GK, (1942-02-28),99,,Juventus,Italy,1982-06-13
Franco Baresi,Italy,2,DF, (1960-05-08),0,,Milan,Italy,1982-06-13
Giuseppe Bergomi,Italy,3,DF, (1963-12-22),1,,Internazionale,Italy,1982-06-13
Antonio Cabrini,Italy,4,DF, (1957-10-08),33,,Juventus,Italy,1982-06-13
Fulvio Collovati,Italy,5,DF, (1957-05-09),26,,Milan,Italy,1982-06-13
Claudio Gentile,Italy,6,DF, (1953-09-27),56,,Juventus,Italy,1982-06-13
Gaetano Scirea,Italy,7,DF, (1953-05-25),49,,Juventus,Italy,1982-06-13
Pietro Vierchowod,Italy,8,DF, (1959-04-06),2,,Fiorentina,Italy,1982-06-13
Giancarlo Antognoni,Italy,9,MF, (1954-04-01),60,,Fiorentina,Italy,1982-06-13
Giuseppe Dossena,Italy,10,MF, (1958-05-02),9,,Torino,Italy,1982-06-13
Giampiero Marini,Italy,11,MF, (1951-02-25),11,,Internazionale,Italy,1982-06-13
Ivano Bordon,Italy,12,GK, (1951-04-13),13,,Internazionale,Italy,1982-06-13
Gabriele Oriali,Italy,13,MF, (1952-11-25),20,,Internazionale,Italy,1982-06-13
Marco Tardelli,Italy,14,MF, (1954-09-24),55,,Juventus,Italy,1982-06-13
Franco Causio,Italy,15,MF, (1949-02-01),58,,Udinese,Italy,1982-06-13
Bruno Conti,Italy,16,MF, (1955-03-13),13,,Roma,Italy,1982-06-13
Daniele Massaro,Italy,17,FW, (1961-05-23),1,,Fiorentina,Italy,1982-06-13
Alessandro Altobelli,Italy,18,FW, (1955-11-28),10,,Internazionale,Italy,1982-06-13
Francesco Graziani,Italy,19,FW, (1952-12-16),53,,Fiorentina,Italy,1982-06-13
Paolo Rossi,Italy,20,FW, (1956-09-23),20,,Juventus,Italy,1982-06-13
Franco Selvaggi,Italy,21,FW, (1953-05-15),3,,Cagliari,Italy,1982-06-13
Giovanni Galli,Italy,22,GK, (1958-04-29),0,,Fiorentina,Italy,1982-06-13
