Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Dominique Baratelli,France,1,GK, (1947-12-26),21,,Paris Saint-Germain,France,1982-06-13
Manuel Amoros,France,2,DF, (1962-02-01),4,,Monaco,France,1982-06-13
Patrick Battiston,France,3,DF, (1957-03-12),19,,Saint-Étienne,France,1982-06-13
Maxime Bossis,France,4,DF, (1955-06-26),37,,Nantes,France,1982-06-13
Gérard Janvion,France,5,DF, (1953-08-21),32,,Saint-Étienne,France,1982-06-13
Christian Lopez,France,6,DF, (1953-03-15),35,,Saint-Étienne,France,1982-06-13
Philippe Mahut,France,7,DF, (1956-03-04),4,,Metz,France,1982-06-13
Marius Trésor,France,8,DF, (1950-01-15),53,,Bordeaux,France,1982-06-13
Bernard Genghini,France,9,MF, (1958-01-18),8,,Sochaux,France,1982-06-13
Michel Platini (c),France,10,MF, (1955-06-21),35,,Saint-Étienne,France,1982-06-13
René Girard,France,11,MF, (1954-04-04),2,,Bordeaux,France,1982-06-13
Alain Giresse,France,12,MF, (1952-08-02),14,,Bordeaux,France,1982-06-13
Jean-François Larios,France,13,MF, (1956-08-27),15,,Saint-Étienne,France,1982-06-13
Jean Tigana,France,14,MF, (1955-06-23),13,,Bordeaux,France,1982-06-13
Bruno Bellone,France,15,FW, (1962-03-14),6,,Monaco,France,1982-06-13
Alain Couriol,France,16,FW, (1958-10-24),7,,Monaco,France,1982-06-13
Bernard Lacombe,France,17,FW, (1952-08-15),29,,Bordeaux,France,1982-06-13
Dominique Rocheteau,France,18,FW, (1955-01-14),24,,Paris Saint-Germain,France,1982-06-13
Didier Six,France,19,FW, (1954-08-21),36,,VfB Stuttgart,West Germany,1982-06-13
Gérard Soler,France,20,FW, (1954-03-29),7,,Bordeaux,France,1982-06-13
Jean Castaneda,France,21,GK, (1957-03-20),7,,Saint-Étienne,France,1982-06-13
Jean-Luc Ettori,France,22,GK, (1955-07-29),2,,Monaco,France,1982-06-13
