Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ray Clemence,England,1,GK, (1948-08-05),59,,Tottenham Hotspur,England,1982-06-13
Viv Anderson,England,2,DF, (1956-08-29),10,,Nottingham Forest,England,1982-06-13
Trevor Brooking,England,3,MF, (1948-10-02),46,,West Ham United,England,1982-06-13
Terry Butcher,England,4,DF, (1958-12-28),4,,Ipswich Town,England,1982-06-13
Steve Coppell,England,5,MF, (1955-07-09),36,,Manchester United,England,1982-06-13
Steve Foster,England,6,DF, (1957-09-24),2,,Brighton & Hove Albion,England,1982-06-13
Kevin Keegan (c),England,7,FW, (1951-02-14),62,,Southampton,England,1982-06-13
Trevor Francis,England,8,FW, (1954-04-19),27,,Manchester City,England,1982-06-13
Glenn Hoddle,England,9,MF, (1957-10-27),11,,Tottenham Hotspur,England,1982-06-13
Terry McDermott,England,10,MF, (1951-12-08),25,,Liverpool,England,1982-06-13
Paul Mariner,England,11,FW, (1953-05-22),21,,Ipswich Town,England,1982-06-13
Mick Mills,England,12,DF, (1949-01-04),37,,Ipswich Town,England,1982-06-13
Joe Corrigan,England,13,GK, (1948-11-18),9,,Manchester City,England,1982-06-13
Phil Neal,England,14,DF, (1951-02-20),37,,Liverpool,England,1982-06-13
Graham Rix,England,15,MF, (1957-10-23),8,,Arsenal,England,1982-06-13
Bryan Robson,England,16,MF, (1957-01-11),19,,Manchester United,England,1982-06-13
Kenny Sansom,England,17,DF, (1958-09-26),23,,Arsenal,England,1982-06-13
Phil Thompson,England,18,DF, (1954-01-21),35,,Liverpool,England,1982-06-13
Ray Wilkins,England,19,MF, (1956-09-14),47,,Manchester United,England,1982-06-13
Peter Withe,England,20,FW, (1951-08-30),6,,Aston Villa,England,1982-06-13
Tony Woodcock,England,21,FW, (1955-12-06),22,,1. FC Köln,West Germany,1982-06-13
Peter Shilton,England,22,GK, (1949-09-18),37,,Nottingham Forest,England,1982-06-13
