Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Luis Arconada (c),Spain,1,GK, (1954-06-26),39,,Real Sociedad,Spain,1982-06-13
José Antonio Camacho,Spain,2,DF, (1955-06-08),29,,Real Madrid,Spain,1982-06-13
Rafael Gordillo,Spain,3,DF, (1957-02-24),29,,Real Betis,Spain,1982-06-13
Periko Alonso,Spain,4,MF, (1953-02-01),15,,Real Sociedad,Spain,1982-06-13
Miguel Tendillo,Spain,5,DF, (1961-02-01),20,,Valencia,Spain,1982-06-13
José Ramón Alexanko,Spain,6,DF, (1956-05-19),29,,Barcelona,Spain,1982-06-13
Juanito,Spain,7,FW, (1954-11-10),30,,Real Madrid,Spain,1982-06-13
Joaquín,Spain,8,MF, (1956-06-09),12,,Sporting Gijón,Spain,1982-06-13
Jesús María Satrústegui,Spain,9,FW, (1954-01-12),28,,Real Sociedad,Spain,1982-06-13
Jesús María Zamora,Spain,10,MF, (1955-01-01),26,,Real Sociedad,Spain,1982-06-13
Roberto López Ufarte,Spain,11,FW, (1958-04-19),11,,Real Sociedad,Spain,1982-06-13
Santiago Urquiaga,Spain,12,DF, (1958-04-14),2,,Athletic Bilbao,Spain,1982-06-13
Manuel Jiménez,Spain,13,DF, (1956-10-27),1,,Sporting Gijón,Spain,1982-06-13
Antonio Maceda,Spain,14,DF, (1957-05-16),3,,Sporting Gijón,Spain,1982-06-13
Enrique Saura,Spain,15,MF, (1954-08-02),19,,Valencia,Spain,1982-06-13
Tente Sánchez,Spain,16,MF, (1956-10-08),8,,Barcelona,Spain,1982-06-13
Ricardo Gallego,Spain,17,MF, (1959-02-08),3,,Real Madrid,Spain,1982-06-13
Pedro Uralde,Spain,18,FW, (1958-03-02),1,,Real Sociedad,Spain,1982-06-13
Santillana,Spain,19,FW, (1952-08-23),32,,Real Madrid,Spain,1982-06-13
Quini,Spain,20,FW, (1949-09-23),32,,Barcelona,Spain,1982-06-13
Urruti,Spain,21,GK, (1952-02-17),5,,Barcelona,Spain,1982-06-13
Miguel Ángel,Spain,22,GK, (1947-12-24),18,,Real Madrid,Spain,1982-06-13
