Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Stanislav Seman,Czechoslovakia,1,GK, (1952-08-08),14,,Lokomotiva Košice,Czechoslovakia,1982-06-13
František Jakubec,Czechoslovakia,2,DF, (1956-04-12),11,,Bohemians Praha,Czechoslovakia,1982-06-13
Jan Fiala,Czechoslovakia,3,DF, (1956-05-19),22,,Dukla Prague,Czechoslovakia,1982-06-13
Ladislav Jurkemik,Czechoslovakia,4,DF, (1953-07-20),48,,Inter Bratislava,Czechoslovakia,1982-06-13
Jozef Barmoš,Czechoslovakia,5,DF, (1954-08-28),49,,Inter Bratislava,Czechoslovakia,1982-06-13
Rostislav Vojáček,Czechoslovakia,6,DF, (1949-02-23),38,,Baník Ostrava,Czechoslovakia,1982-06-13
Ján Kozák,Czechoslovakia,7,MF, (1954-04-17),54,,Dukla Prague,Czechoslovakia,1982-06-13
Antonín Panenka,Czechoslovakia,8,MF, (1948-12-02),57,,Rapid Wien,Austria,1982-06-13
Ladislav Vízek,Czechoslovakia,9,FW, (1955-01-22),34,,Dukla Prague,Czechoslovakia,1982-06-13
Tomáš Kříž,Czechoslovakia,10,FW, (1959-03-17),5,,Dukla Prague,Czechoslovakia,1982-06-13
Zdeněk Nehoda (c),Czechoslovakia,11,FW, (1952-05-09),86,,Dukla Prague,Czechoslovakia,1982-06-13
Přemysl Bičovský,Czechoslovakia,12,MF, (1950-08-18),39,,Bohemians Praha,Czechoslovakia,1982-06-13
Jan Berger,Czechoslovakia,13,MF, (1955-11-27),13,,Sparta Prague,Czechoslovakia,1982-06-13
Libor Radimec,Czechoslovakia,14,DF, (1950-05-22),15,,Baník Ostrava,Czechoslovakia,1982-06-13
Jozef Kukučka,Czechoslovakia,15,DF, (1957-03-13),4,,Plastika Nitra,Czechoslovakia,1982-06-13
Pavel Chaloupka,Czechoslovakia,16,MF, (1959-05-04),1,,Bohemians Praha,Czechoslovakia,1982-06-13
František Štambachr,Czechoslovakia,17,MF, (1953-02-13),24,,Dukla Prague,Czechoslovakia,1982-06-13
Petr Janečka,Czechoslovakia,18,FW, (1957-11-25),15,,Zbrojovka Brno,Czechoslovakia,1982-06-13
Marián Masný,Czechoslovakia,19,FW, (1950-08-13),73,,Slovan Bratislava,Czechoslovakia,1982-06-13
Vlastimil Petržela,Czechoslovakia,20,FW, (1953-07-20),0,,Slavia Prague,Czechoslovakia,1982-06-13
Zdeněk Hruška,Czechoslovakia,21,GK, (1954-07-25),15,,Bohemians Praha,Czechoslovakia,1982-06-13
Karel Stromšík,Czechoslovakia,22,GK, (1958-04-12),2,,Dukla Prague,Czechoslovakia,1982-06-13
