Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
István Avar,Hungary,,FW, (1905-05-30),17,,Újpest,Hungary,1934-05-27
Sándor Bíró,Hungary,,DF, (1911-08-19),13,,Hungária,Hungary,1934-05-27
János Dudás,Hungary,,MF, (1913-02-13),0,,Hungária,Hungary,1934-05-27
Gyula Futó,Hungary,,DF, (1908-12-29),0,,Újpest,Hungary,1934-05-27
József Háda,Hungary,,GK, (1911-03-02),11,,Ferencváros,Hungary,1934-05-27
Tibor Kemény,Hungary,,FW, (1913-03-05),5,,Ferencváros,Hungary,1934-05-27
Gyula Lázár,Hungary,,MF, (1911-01-24),19,,Ferencváros,Hungary,1934-05-27
Imre Markos,Hungary,,FW, (1908-06-09),13,,Debreceni Bocskai,Hungary,1934-05-27
István Palotás,Hungary,,MF, (1908-03-05),4,,Debreceni Bocskai,Hungary,1934-05-27
Gyula Polgár,Hungary,,MF, (1912-02-08),5,,Ferencváros,Hungary,1934-05-27
György Sárosi,Hungary,,FW, (1912-09-15),22,,Ferencváros,Hungary,1934-05-27
Rezső Somlai,Hungary,,MF, (1911-05-22),0,,Kispest,Hungary,1934-05-27
László Sternberg,Hungary,,DF, (1905-05-28),7,,Újpest,Hungary,1934-05-27
Antal Szabó,Hungary,,GK, (1910-09-04),10,,Hungária,Hungary,1934-05-27
Gábor P. Szabó,Hungary,,FW, (1902-10-14),10,,Újpest,Hungary,1934-05-27
Antal Szalay,Hungary,,MF, (1912-03-12),8,,Újpest,Hungary,1934-05-27
György Szűcs,Hungary,,MF, (1912-04-23),3,,Újpest,Hungary,1934-05-27
István Tamássy,Hungary,,FW, (1906-06-30),1,,Újpest,Hungary,1934-05-27
Pál Teleki,Hungary,,FW, (1906-03-05),6,,Debreceni Bocskai,Hungary,1934-05-27
Géza Toldi,Hungary,,FW, (1909-02-11),21,,Ferencváros,Hungary,1934-05-27
József Vágó,Hungary,,DF, (1906-06-30),1,,Debreceni Bocskai,Hungary,1934-05-27
Jenő Vincze,Hungary,,FW, (1908-11-20),5,,Debreceni Bocskai,Hungary,1934-05-27
