Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Josef Bican,Austria,,FW, (1913-09-25),6,,Rapid Wien,Austria,1934-05-27
Georg Braun,Austria,,FW, (1907-02-22),11,,Wiener AC,Austria,1934-05-27
Franz Cisar,Austria,,DF, (1908-11-28),5,,Wiener AC,Austria,1934-05-27
Friederich Franzl,Austria,,GK, (1905-03-06),15,,Wiener SC,Austria,1934-05-27
Josef Hassmann,Austria,,FW, (1910-05-21),0,,First Vienna,Austria,1934-05-27
Leopold Hofmann,Austria,,MF, (1905-10-31),19,,First Vienna,Austria,1934-05-27
Johann Horvath,Austria,,FW, (1903-05-20),43,,First Vienna,Austria,1934-05-27
Anton Janda,Austria,,DF, (1904-05-01),9,,Admira Wien,Austria,1934-05-27
Matthias Kaburek,Austria,,FW, (1911-02-09),2,,Rapid Wien,Austria,1934-05-27
Peter Platzer,Austria,,GK, (1910-05-29),11,,Admira Wien,Austria,1934-05-27
Rudolf Raftl,Austria,,GK, (1911-02-07),1,,Rapid Wien,Austria,1934-05-27
Anton Schall,Austria,,FW, (1907-06-22),26,,Admira Wien,Austria,1934-05-27
Willibald Schmaus,Austria,,DF, (1911-06-16),0,,First Vienna,Austria,1934-05-27
Karl Sesta,Austria,,DF, (1906-03-18),16,,Wiener AC,Austria,1934-05-27
Matthias Sindelar,Austria,,FW, (1903-02-10),30,,Austria Wien,Austria,1934-05-27
Josef Smistik (c),Austria,,MF, (1905-11-28),28,,Rapid Wien,Austria,1934-05-27
Josef Stroh,Austria,,FW, (1913-03-05),0,,Austria Wien,Austria,1934-05-27
Johann Urbanek,Austria,,MF, (1910-10-10),1,,Admira Wien,Austria,1934-05-27
Rudolf Viertl,Austria,,FW, (1902-11-12),9,,Austria Wien,Austria,1934-05-27
Franz Wagner,Austria,,MF, (1911-09-23),7,,Rapid Wien,Austria,1934-05-27
Hans Walzhofer,Austria,,FW, (1906-03-23),4,,Wacker Wien,Austria,1934-05-27
Karl Zischek,Austria,,FW, (1910-08-28),20,,Wacker Wien,Austria,1934-05-27
