Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Arnold Badjou,Belgium,,GK, (1909-06-26),12.0,,Royal Daring Club Molenbeek,Belgium,1934-05-27
Désiré Bourgeois,Belgium,,MF, (1908-12-13),2.0,,Royal FC Malinois,Belgium,1934-05-27
Jean Brichaut,Belgium,,FW, (1911-07-29),11.0,,Standard Liège,Belgium,1934-05-27
Jean Capelle,Belgium,,FW, (1913-10-26),14.0,,Standard Liège,Belgium,1934-05-27
Jean Claessens,Belgium,,MF, (1908-06-18),12.0,,R. Union Saint-Gilloise,Belgium,1934-05-27
François Devries,Belgium,,FW, (1913-08-21),0.0,,Royal Antwerp FC,Belgium,1934-05-27
Laurent Grimmonprez,Belgium,,FW, (1902-12-14),9.0,,Royal Racing Club de Gand,Belgium,1934-05-27
August Hellemans,Belgium,,MF, (1907-09-14),28.0,,Royal FC Malinois,Belgium,1934-05-27
Albert Heremans,Belgium,,FW, (1906-04-13),6.0,,Royal Daring Club Molenbeek,Belgium,1934-05-27
Constant Joacim,Belgium,,DF, (1908-03-03),2.0,,Royal Berchem Sport,Belgium,1934-05-27
Robert Lamoot,Belgium,,FW, (1911-03-18),1.0,,Royal Daring Club Molenbeek,Belgium,1934-05-27
François Ledent,Belgium,,FW, (1908-07-04),2.0,,Standard Liège,Belgium,1934-05-27
Jules Pappaert,Belgium,,DF, (1905-11-05),4.0,,R. Union Saint-Gilloise,Belgium,1934-05-27
Frans Peeraer,Belgium,,MF, (1913-02-15),2.0,,Royal Antwerp FC,Belgium,1934-05-27
Victor Putmans,Belgium,,MF, (1914-05-29),,,Royale Union Hutoise,Belgium,1934-05-27
René Simons,Belgium,,MF, (1904-04-10),,,KSK Liersche,Belgium,1934-05-27
Philibert Smellinckx,Belgium,,DF, (1911-01-17),5.0,,R. Union Saint-Gilloise,Belgium,1934-05-27
Joseph Van Ingelgem,Belgium,,MF, (1912-01-23),11.0,,Royal Daring Club Molenbeek,Belgium,1934-05-27
André Vandewyer,Belgium,,GK, (1909-06-21),4.0,,R. Union Saint-Gilloise,Belgium,1934-05-27
Louis Versyp,Belgium,,FW, (1908-12-05),33.0,,Royal FC Brugeois,Belgium,1934-05-27
Bernard Voorhoof,Belgium,,FW, (1910-05-10),31.0,,KSK Liersche,Belgium,1934-05-27
Félix Welkenhuysen (c),Belgium,,MF, (1908-12-12),3.0,,R. Union Saint-Gilloise,Belgium,1934-05-27
