Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Luigi Allemandi,Italy,,DF, (1903-11-18),9,,Ambrosiana-Inter,Italy,1934-05-27
Pietro Arcari,Italy,,FW, (1909-12-02),0,,Milan,Italy,1934-05-27
Luigi Bertolini,Italy,,MF, (1904-09-13),19,,Juventus,Italy,1934-05-27
Felice Borel,Italy,,FW, (1914-04-05),2,,Juventus,Italy,1934-05-27
Umberto Caligaris,Italy,,DF, (1901-07-26),59,,Juventus,Italy,1934-05-27
Armando Castellazzi,Italy,,MF, (1904-10-07),2,,Ambrosiana-Inter,Italy,1934-05-27
Giuseppe Cavanna,Italy,,GK, (1905-09-18),0,,Napoli,Italy,1934-05-27
Gianpiero Combi (c),Italy,,GK, (1902-11-20),42,,Juventus,Italy,1934-05-27
Attilio Demaria,Italy,,FW, (1909-03-19),1,,Ambrosiana-Inter,Italy,1934-05-27
Giovanni Ferrari,Italy,,FW, (1907-12-06),19,,Juventus,Italy,1934-05-27
Attilio Ferraris,Italy,,MF, (1904-03-26),22,,Roma,Italy,1934-05-27
Enrique Guaita,Italy,,FW, (1910-07-11),2,,Roma,Italy,1934-05-27
Anfilogino Guarisi,Italy,,FW, (1905-12-26),5,,Lazio,Italy,1934-05-27
Guido Masetti,Italy,,GK, (1907-11-22),0,,Roma,Italy,1934-05-27
Giuseppe Meazza,Italy,,MF, (1910-08-23),22,,Ambrosiana-Inter,Italy,1934-05-27
Luis Monti,Italy,,MF, (1901-05-15),10,,Juventus,Italy,1934-05-27
Eraldo Monzeglio,Italy,,DF, (1906-06-05),12,,Bologna,Italy,1934-05-27
Raimundo Orsi,Italy,,FW, (1901-12-02),27,,Juventus,Italy,1934-05-27
Mario Pizziolo,Italy,,MF, (1909-12-07),8,,Fiorentina,Italy,1934-05-27
Virginio Rosetta,Italy,,DF, (1902-02-25),51,,Juventus,Italy,1934-05-27
Angelo Schiavio,Italy,,FW, (1905-10-15),17,,Bologna,Italy,1934-05-27
Mario Varglien,Italy,,MF, (1905-12-26),0,,Juventus,Italy,1934-05-27
