Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
André Abegglen,Switzerland,,FW, (1909-03-07),29.0,,Grasshopper,Switzerland,1934-05-27
Renato Bizzozero,Switzerland,,GK, (1912-09-07),0.0,,Lugano,Switzerland,1934-05-27
Joseph Bossi,Switzerland,,FW, (1911-08-29),3.0,,Bern,Switzerland,1934-05-27
Albert Büche,Switzerland,,FW,"1911
",5.0,,Nordstern Basel,Switzerland,1934-05-27
Otto Bühler,Switzerland,,FW,"
",,,Grasshopper,Switzerland,1934-05-27
Ernst Frick,Switzerland,,MF,"
",0.0,,Luzern,Switzerland,1934-05-27
Louis Gobet,Switzerland,,DF, (1908-10-28),1.0,,Bern,Switzerland,1934-05-27
Albert Guinchard,Switzerland,,MF, (1914-11-10),2.0,,Servette,Switzerland,1934-05-27
Erwin Hochsträsser,Switzerland,,FW,"
",2.0,,Lausanne-Sport,Switzerland,1934-05-27
Willy Huber,Switzerland,,GK, (1913-12-17),2.0,,Grasshopper,Switzerland,1934-05-27
Ernst Hufschmid,Switzerland,,MF, (1913-02-04),6.0,,Basel,Switzerland,1934-05-27
Fernand Jaccard,Switzerland,,MF, (1907-10-08),0.0,,La Tour-de-Peilz,Switzerland,1934-05-27
Alfred Jäck,Switzerland,,FW, (1911-08-02),16.0,,Basel,Switzerland,1934-05-27
Willy Jäggi,Switzerland,,FW, (1906-07-28),14.0,,Lausanne-Sport,Switzerland,1934-05-27
Leopold Kielholz,Switzerland,,FW, (1911-06-09),4.0,,Servette,Switzerland,1934-05-27
Edmond Loichot,Switzerland,,MF,"
",4.0,,Servette,Switzerland,1934-05-27
Severino Minelli (c),Switzerland,,DF, (1909-09-06),27.0,,Grasshopper,Switzerland,1934-05-27
Arnaldo Ortelli,Switzerland,,DF, (1913-08-05),0.0,,Lugano,Switzerland,1934-05-27
Raymond Passello,Switzerland,,FW, (1905-01-12),17.0,,Servette,Switzerland,1934-05-27
Frank Séchehaye,Switzerland,,GK, (1907-11-03),31.0,,Servette,Switzerland,1934-05-27
Willy von Känel,Switzerland,,FW, (1909-10-30),15.0,,Bienne-Biel,Switzerland,1934-05-27
Walter Weiler,Switzerland,,DF, (1903-12-04),7.0,,Grasshopper,Switzerland,1934-05-27
