Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ernesto Albarracín,Argentina,,MF, (1907-09-25),0,,Club Sportivo Buenos Aires,Argentina,1934-05-27
Ramón Astudillo,Argentina,,DF,"
",0,,Colón de Santa Fe,Argentina,1934-05-27
Ernesto Belis,Argentina,,DF, (1909-02-01),0,,Defensores de Belgrano,Argentina,1934-05-27
Enrique Chimento,Argentina,,DF,"
",0,,Barracas Central,Argentina,1934-05-27
Alfredo Devincenzi (c),Argentina,,FW, (1911-01-24),3,,Club Atlético Estudiantil Porteño,Argentina,1934-05-27
Héctor Freschi,Argentina,,GK, (1911-05-22),0,,Sarmiento de Resistencia,Argentina,1934-05-27
Alberto Galateo,Argentina,,FW, (1912-03-04),0,,Unión de Santa Fe,Argentina,1934-05-27
Ángel Grippa,Argentina,,GK, (1914-03-02),0,,Club Sportivo Alsina,Argentina,1934-05-27
Roberto Irañeta,Argentina,,FW, (1915-03-21),0,,Gimnasia y Esgrima de Mendoza,Argentina,1934-05-27
Luis Izzeta,Argentina,,FW,"
",0,,Defensores de Belgrano,Argentina,1934-05-27
Arcadio López,Argentina,,MF, (1910-09-15),2,,Club Sportivo Buenos Aires,Argentina,1934-05-27
Alfonso Lorenzo,Argentina,,MF,"
",0,,Barracas Central,Argentina,1934-05-27
José Nehin,Argentina,,MF, (1905-10-13),0,,Sportivo Desamparados,Argentina,1934-05-27
Juan Pedevilla,Argentina,,DF, (1909-06-06),0,,Club Atletico Estudiantil Porteño,Argentina,1934-05-27
Francisco Pérez,Argentina,,FW,"
",0,,Almagro,Argentina,1934-05-27
Francisco Rúa,Argentina,,FW, (1911-02-04),0,,Sportivo Dock Sud,Argentina,1934-05-27
Constantino Urbieta Sosa,Argentina,,MF, (1907-08-12),0,,Godoy Cruz,Argentina,1934-05-27
Federico Wilde,Argentina,,FW,"1909
",0,,Unión de Santa Fe,Argentina,1934-05-27
