Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Wim Anderiesen,Netherlands,,MF, (1903-11-27),20,,Ajax,Netherlands,1934-05-27
Beb Bakhuys,Netherlands,,FW, (1909-04-16),7,,ZAC,Netherlands,1934-05-27
Jan Graafland,Netherlands,,FW, (1909-08-21),0,,HBS Craeyenhout,Netherlands,1934-05-27
Leo Halle,Netherlands,,GK, (1903-02-17),2,,Go Ahead Eagles Deventer,Netherlands,1934-05-27
Wim Langendaal,Netherlands,,FW, (1909-04-13),0,,Xerxes Rotterdam,Netherlands,1934-05-27
Kees Mijnders,Netherlands,,FW, (1912-09-28),3,,DFC Dordrecht,Netherlands,1934-05-27
Jaap Mol,Netherlands,,FW, (1912-02-03),5,,KFC (Kooger FC),Netherlands,1934-05-27
Toon Oprinsen,Netherlands,,MF, (1910-11-25),1,,NOAD Breda,Netherlands,1934-05-27
Bas Paauwe,Netherlands,,MF, (1911-10-04),1,,Feijenoord,Netherlands,1934-05-27
Henk Pellikaan,Netherlands,,MF, (1910-11-10),10,,Longa Tilburg,Netherlands,1934-05-27
Arend Schoemaker,Netherlands,,FW, (1911-11-08),1,,Quick Den Haag,Netherlands,1934-05-27
Kick Smit,Netherlands,,FW, (1911-11-03),4,,HFC Haarlem,Netherlands,1934-05-27
Gejus van der Meulen,Netherlands,,GK, (1903-01-23),53,,Koninklijke HFC,Netherlands,1934-05-27
Jan van Diepenbeek,Netherlands,,DF, (1903-08-05),2,,Ajax,Netherlands,1934-05-27
Puck van Heel (c),Netherlands,,MF, (1904-01-21),41,,Feijenoord,Netherlands,1934-05-27
Adri van Male,Netherlands,,GK, (1910-10-07),4,,Feijenoord,Netherlands,1934-05-27
Joop van Nellen,Netherlands,,FW, (1910-03-15),17,,DHC,Netherlands,1934-05-27
Sjef van Run,Netherlands,,DF, (1904-01-12),19,,PSV,Netherlands,1934-05-27
Leen Vente,Netherlands,,FW, (1911-05-14),5,,Neptunus Rotterdam,Netherlands,1934-05-27
Manus Vrauwdeunt,Netherlands,,FW, (1915-04-29),0,,Feijenoord,Netherlands,1934-05-27
Mauk Weber,Netherlands,,DF, (1914-03-01),14,,ADO Den Haag,Netherlands,1934-05-27
Frank Wels,Netherlands,,FW, (1909-02-21),14,,Unitas Gorinchem,Netherlands,1934-05-27
