Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ariel,Brazil,-,MF, (1910-02-22),0,,Botafogo,Brazil,1934-05-27
Armandinho,Brazil,-,FW, (1911-03-06),0,,São Paulo,Brazil,1934-05-27
Áttila,Brazil,-,FW, (1910-12-16),0,,Botafogo,Brazil,1934-05-27
Canalli,Brazil,-,MF, (1907-03-12),1,,Botafogo,Brazil,1934-05-27
Carvalho Leite,Brazil,-,FW, (1912-06-25),4,,Botafogo,Brazil,1934-05-27
Domingos da Guia,Brazil,-,DF, (1912-11-19),2,,Nacional,Uruguay,1934-05-27
Germano,Brazil,-,GK, (1911-03-14),0,,Botafogo,Brazil,1934-05-27
Leônidas,Brazil,-,FW, (1913-11-06),1,,Vasco da Gama,Brazil,1934-05-27
Luiz Luz,Brazil,-,DF, (1909-11-29),0,,Americano-RS,Brazil,1934-05-27
Luisinho,Brazil,-,FW, (1911-03-29),0,,São Paulo,Brazil,1934-05-27
Martim,Brazil,-,MF, (1911-03-02),1,,Botafogo,Brazil,1934-05-27
Octacílio,Brazil,-,DF, (1909-11-21),0,,Botafogo,Brazil,1934-05-27
Pamplona,Brazil,-,MF, (1904-03-24),2,,Botafogo,Brazil,1934-05-27
Patesko,Brazil,-,FW, (1910-11-12),0,,Nacional,Uruguay,1934-05-27
Pedrosa,Brazil,-,GK, (1913-07-08),0,,Botafogo,Brazil,1934-05-27
Sylvio Hoffmann,Brazil,-,DF, (1908-05-15),0,,São Paulo,Brazil,1934-05-27
Tinoco,Brazil,-,MF, (1904-12-02),0,,Vasco da Gama,Brazil,1934-05-27
Wálter Guimarães,Brazil,-,MF, (1912-03-21),0,,Botafogo,Brazil,1934-05-27
Waldemar de Brito,Brazil,-,FW, (1913-05-17),0,,São Paulo,Brazil,1934-05-27
