Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Kim Seung-gyu,South Korea,1,GK, (1990-09-30),33,0,Vissel Kobe,Japan,2018-06-14
Lee Yong,South Korea,2,DF, (1986-12-24),28,0,Jeonbuk Hyundai Motors,South Korea,2018-06-14
Jung Seung-hyun,South Korea,3,DF, (1994-04-03),6,0,Sagan Tosu,Japan,2018-06-14
Oh Ban-suk,South Korea,4,DF, (1988-05-20),2,0,Jeju United,South Korea,2018-06-14
Yun Young-sun,South Korea,5,DF, (1988-10-04),6,0,Seongnam FC,South Korea,2018-06-14
Park Joo-ho,South Korea,6,DF, (1987-01-16),36,0,Ulsan Hyundai,South Korea,2018-06-14
Son Heung-min,South Korea,7,FW, (1992-07-08),67,21,Tottenham Hotspur,England,2018-06-14
Ju Se-jong,South Korea,8,MF, (1990-10-30),11,1,Asan Mugunghwa,South Korea,2018-06-14
Kim Shin-wook,South Korea,9,FW, (1988-04-14),50,10,Jeonbuk Hyundai Motors,South Korea,2018-06-14
Lee Seung-woo,South Korea,10,MF, (1998-01-06),4,0,Hellas Verona,Italy,2018-06-14
Hwang Hee-chan,South Korea,11,FW, (1996-01-26),14,2,Red Bull Salzburg,Austria,2018-06-14
Kim Min-woo,South Korea,12,DF, (1990-02-25),20,1,Sangju Sangmu,South Korea,2018-06-14
Koo Ja-cheol,South Korea,13,MF, (1989-02-27),68,19,FC Augsburg,Germany,2018-06-14
Hong Chul,South Korea,14,DF, (1990-09-17),14,0,Sangju Sangmu,South Korea,2018-06-14
Jung Woo-young,South Korea,15,MF, (1989-12-14),30,1,Vissel Kobe,Japan,2018-06-14
Ki Sung-yueng (captain),South Korea,16,MF, (1989-01-24),102,10,Swansea City,Wales,2018-06-14
Lee Jae-sung,South Korea,17,MF, (1992-08-10),35,6,Jeonbuk Hyundai Motors,South Korea,2018-06-14
Moon Seon-min,South Korea,18,MF, (1992-06-09),3,1,Incheon United,South Korea,2018-06-14
Kim Young-gwon,South Korea,19,DF, (1990-02-27),53,2,Guangzhou Evergrande,China,2018-06-14
Jang Hyun-soo,South Korea,20,DF, (1991-09-28),51,3,FC Tokyo,Japan,2018-06-14
Kim Jin-hyeon,South Korea,21,GK, (1987-07-06),15,0,Cerezo Osaka,Japan,2018-06-14
Go Yo-han,South Korea,22,DF, (1988-03-10),20,0,FC Seoul,South Korea,2018-06-14
Jo Hyeon-woo,South Korea,23,GK, (1991-09-25),6,0,Daegu FC,South Korea,2018-06-14
