Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jordan Pickford,England,1,GK, (1994-03-07),3,0,Everton,England,2018-06-14
Kyle Walker,England,2,DF, (1990-05-28),35,0,Manchester City,England,2018-06-14
Danny Rose,England,3,DF, (1990-07-02),18,0,Tottenham Hotspur,England,2018-06-14
Eric Dier,England,4,MF, (1994-01-15),26,3,Tottenham Hotspur,England,2018-06-14
John Stones,England,5,DF, (1994-05-28),26,0,Manchester City,England,2018-06-14
Harry Maguire,England,6,DF, (1993-03-05),5,0,Leicester City,England,2018-06-14
Jesse Lingard,England,7,MF, (1992-12-15),12,1,Manchester United,England,2018-06-14
Jordan Henderson,England,8,MF, (1990-06-17),39,0,Liverpool,England,2018-06-14
Harry Kane (captain),England,9,FW, (1993-07-28),24,13,Tottenham Hotspur,England,2018-06-14
Raheem Sterling,England,10,FW, (1994-12-08),38,2,Manchester City,England,2018-06-14
Jamie Vardy,England,11,FW, (1987-01-11),22,7,Leicester City,England,2018-06-14
Kieran Trippier,England,12,DF, (1990-09-19),7,0,Tottenham Hotspur,England,2018-06-14
Jack Butland,England,13,GK, (1993-03-10),8,0,Stoke City,England,2018-06-14
Danny Welbeck,England,14,FW, (1990-11-26),39,16,Arsenal,England,2018-06-14
Gary Cahill,England,15,DF, (1985-12-19),60,5,Chelsea,England,2018-06-14
Phil Jones,England,16,DF, (1992-02-21),25,0,Manchester United,England,2018-06-14
Fabian Delph,England,17,DF, (1989-11-21),11,0,Manchester City,England,2018-06-14
Ashley Young,England,18,DF, (1985-07-09),34,7,Manchester United,England,2018-06-14
Marcus Rashford,England,19,FW, (1997-10-31),19,3,Manchester United,England,2018-06-14
Dele Alli,England,20,MF, (1996-04-11),25,2,Tottenham Hotspur,England,2018-06-14
Ruben Loftus-Cheek,England,21,MF, (1996-01-23),4,0,Crystal Palace,England,2018-06-14
Trent Alexander-Arnold,England,22,DF, (1998-10-07),1,0,Liverpool,England,2018-06-14
Nick Pope,England,23,GK, (1992-04-19),1,0,Burnley,England,2018-06-14
