Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Wojciech Szczęsny,Poland,1,GK, (1990-04-18),35,0,Juventus,Italy,2018-06-14
Michał Pazdan,Poland,2,DF, (1987-09-21),33,0,Legia Warsaw,Poland,2018-06-14
Artur Jędrzejczyk,Poland,3,DF, (1987-11-04),36,3,Legia Warsaw,Poland,2018-06-14
Thiago Cionek,Poland,4,DF, (1986-04-21),19,0,SPAL,Italy,2018-06-14
Jan Bednarek,Poland,5,DF, (1996-04-12),3,0,Southampton,England,2018-06-14
Jacek Góralski,Poland,6,MF, (1992-09-21),5,0,Ludogorets Razgrad,Bulgaria,2018-06-14
Arkadiusz Milik,Poland,7,FW, (1994-02-28),40,12,Napoli,Italy,2018-06-14
Karol Linetty,Poland,8,MF, (1995-02-02),20,1,Sampdoria,Italy,2018-06-14
Robert Lewandowski (captain),Poland,9,FW, (1988-08-21),95,55,Bayern Munich,Germany,2018-06-14
Grzegorz Krychowiak,Poland,10,MF, (1990-01-29),51,2,West Bromwich Albion,England,2018-06-14
Kamil Grosicki,Poland,11,MF, (1988-06-08),57,12,Hull City,England,2018-06-14
Bartosz Białkowski,Poland,12,GK, (1987-07-06),1,0,Ipswich Town,England,2018-06-14
Maciej Rybus,Poland,13,MF, (1989-08-19),51,2,Lokomotiv Moscow,Russia,2018-06-14
Łukasz Teodorczyk,Poland,14,FW, (1991-06-03),17,4,Anderlecht,Belgium,2018-06-14
Kamil Glik,Poland,15,DF, (1988-02-03),57,4,Monaco,France,2018-06-14
Jakub Błaszczykowski,Poland,16,MF, (1985-12-14),99,20,VfL Wolfsburg,Germany,2018-06-14
Sławomir Peszko,Poland,17,MF, (1985-02-19),43,2,Lechia Gdańsk,Poland,2018-06-14
Bartosz Bereszyński,Poland,18,DF, (1992-07-12),8,0,Sampdoria,Italy,2018-06-14
Piotr Zieliński,Poland,19,MF, (1994-05-20),33,5,Napoli,Italy,2018-06-14
Łukasz Piszczek,Poland,20,DF, (1985-06-03),63,3,Borussia Dortmund,Germany,2018-06-14
Rafał Kurzawa,Poland,21,MF, (1993-01-29),3,0,Górnik Zabrze,Poland,2018-06-14
Łukasz Fabiański,Poland,22,GK, (1985-04-18),45,0,Swansea City,Wales,2018-06-14
Dawid Kownacki,Poland,23,FW, (1997-03-14),2,1,Sampdoria,Italy,2018-06-14
