Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Thibaut Courtois,Belgium,1,GK, (1992-05-11),58,0,Chelsea,England,2018-06-14
Toby Alderweireld,Belgium,2,DF, (1989-03-02),77,3,Tottenham Hotspur,England,2018-06-14
Thomas Vermaelen,Belgium,3,DF, (1985-11-14),66,1,Barcelona,Spain,2018-06-14
Vincent Kompany,Belgium,4,DF, (1986-04-10),77,4,Manchester City,England,2018-06-14
Jan Vertonghen,Belgium,5,DF, (1987-04-24),102,8,Tottenham Hotspur,England,2018-06-14
Axel Witsel,Belgium,6,MF, (1989-01-12),90,9,Tianjin Quanjian,China,2018-06-14
Kevin De Bruyne,Belgium,7,MF, (1991-06-28),62,14,Manchester City,England,2018-06-14
Marouane Fellaini,Belgium,8,MF, (1987-11-22),82,17,Manchester United,England,2018-06-14
Romelu Lukaku,Belgium,9,FW, (1993-05-13),69,36,Manchester United,England,2018-06-14
Eden Hazard (captain),Belgium,10,FW, (1991-01-07),86,22,Chelsea,England,2018-06-14
Yannick Carrasco,Belgium,11,MF, (1993-09-04),26,5,Dalian Yifang,China,2018-06-14
Simon Mignolet,Belgium,12,GK, (1988-03-06),21,0,Liverpool,England,2018-06-14
Koen Casteels,Belgium,13,GK, (1992-06-25),0,0,VfL Wolfsburg,Germany,2018-06-14
Dries Mertens,Belgium,14,FW, (1987-05-06),69,14,Napoli,Italy,2018-06-14
Thomas Meunier,Belgium,15,DF, (1991-09-12),25,5,Paris Saint-Germain,France,2018-06-14
Thorgan Hazard,Belgium,16,MF, (1993-03-29),11,1,Borussia Mönchengladbach,Germany,2018-06-14
Youri Tielemans,Belgium,17,MF, (1997-05-07),9,0,Monaco,France,2018-06-14
Adnan Januzaj,Belgium,18,FW, (1995-02-05),8,0,Real Sociedad,Spain,2018-06-14
Mousa Dembélé,Belgium,19,MF, (1987-07-16),76,5,Tottenham Hotspur,England,2018-06-14
Dedryck Boyata,Belgium,20,DF, (1990-11-28),7,0,Celtic,Scotland,2018-06-14
Michy Batshuayi,Belgium,21,FW, (1993-10-02),16,7,Borussia Dortmund,Germany,2018-06-14
Nacer Chadli,Belgium,22,MF, (1989-08-02),45,5,West Bromwich Albion,England,2018-06-14
Leander Dendoncker,Belgium,23,DF, (1995-04-15),5,0,Anderlecht,Belgium,2018-06-14
