Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
David de Gea,Spain,1,GK, (1990-11-07),29,0,Manchester United,England,2018-06-14
Dani Carvajal,Spain,2,DF, (1992-01-11),15,0,Real Madrid,Spain,2018-06-14
Gerard Piqué,Spain,3,DF, (1987-02-02),98,5,Barcelona,Spain,2018-06-14
Nacho,Spain,4,DF, (1990-01-18),17,0,Real Madrid,Spain,2018-06-14
Sergio Busquets,Spain,5,MF, (1988-07-16),103,2,Barcelona,Spain,2018-06-14
Andrés Iniesta,Spain,6,MF, (1984-05-11),127,14,Barcelona,Spain,2018-06-14
Saúl,Spain,7,MF, (1994-11-21),10,0,Atlético Madrid,Spain,2018-06-14
Koke,Spain,8,MF, (1992-01-08),40,0,Atlético Madrid,Spain,2018-06-14
Rodrigo,Spain,9,FW, (1991-03-06),6,2,Valencia,Spain,2018-06-14
Thiago,Spain,10,MF, (1991-04-11),29,2,Bayern Munich,Germany,2018-06-14
Lucas Vázquez,Spain,11,FW, (1991-07-01),7,0,Real Madrid,Spain,2018-06-14
Álvaro Odriozola,Spain,12,DF, (1995-12-14),4,1,Real Sociedad,Spain,2018-06-14
Kepa Arrizabalaga,Spain,13,GK, (1994-10-03),1,0,Athletic Bilbao,Spain,2018-06-14
César Azpilicueta,Spain,14,DF, (1989-08-28),22,0,Chelsea,England,2018-06-14
Sergio Ramos (captain),Spain,15,DF, (1986-03-30),152,13,Real Madrid,Spain,2018-06-14
Nacho Monreal,Spain,16,DF, (1986-02-26),22,1,Arsenal,England,2018-06-14
Iago Aspas,Spain,17,FW, (1987-08-01),10,5,Celta Vigo,Spain,2018-06-14
Jordi Alba,Spain,18,DF, (1989-03-21),62,8,Barcelona,Spain,2018-06-14
Diego Costa,Spain,19,FW, (1988-10-07),20,7,Atlético Madrid,Spain,2018-06-14
Marco Asensio,Spain,20,MF, (1996-01-21),12,0,Real Madrid,Spain,2018-06-14
David Silva,Spain,21,FW, (1986-01-08),121,35,Manchester City,England,2018-06-14
Isco,Spain,22,MF, (1992-04-21),28,10,Real Madrid,Spain,2018-06-14
Pepe Reina,Spain,23,GK, (1982-08-31),36,0,Napoli,Italy,2018-06-14
