Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Alisson,Brazil,1,GK, (1992-10-02),26,0,Roma,Italy,2018-06-14
Thiago Silva,Brazil,2,DF, (1984-09-22),71,5,Paris Saint-Germain,France,2018-06-14
Miranda,Brazil,3,DF, (1984-09-07),47,2,Inter Milan,Italy,2018-06-14
Pedro Geromel,Brazil,4,DF, (1985-09-21),2,0,Grêmio,Brazil,2018-06-14
Casemiro,Brazil,5,MF, (1992-02-23),24,0,Real Madrid,Spain,2018-06-14
Filipe Luís,Brazil,6,DF, (1985-08-09),33,2,Atlético Madrid,Spain,2018-06-14
Douglas Costa,Brazil,7,FW, (1990-09-14),25,3,Juventus,Italy,2018-06-14
Renato Augusto,Brazil,8,MF, (1988-02-08),28,5,Beijing Sinobo Guoan,China,2018-06-14
Gabriel Jesus,Brazil,9,FW, (1997-04-03),17,10,Manchester City,England,2018-06-14
Neymar,Brazil,10,FW, (1992-02-05),85,55,Paris Saint-Germain,France,2018-06-14
Philippe Coutinho,Brazil,11,MF, (1992-06-12),37,10,Barcelona,Spain,2018-06-14
Marcelo (captain),Brazil,12,DF, (1988-05-12),54,6,Real Madrid,Spain,2018-06-14
Marquinhos,Brazil,13,DF, (1994-05-14),26,0,Paris Saint-Germain,France,2018-06-14
Danilo,Brazil,14,DF, (1991-07-15),18,0,Manchester City,England,2018-06-14
Paulinho,Brazil,15,MF, (1988-07-25),50,12,Barcelona,Spain,2018-06-14
Cássio,Brazil,16,GK, (1987-06-06),1,0,Corinthians,Brazil,2018-06-14
Fernandinho,Brazil,17,MF, (1985-05-04),44,2,Manchester City,England,2018-06-14
Fred,Brazil,18,MF, (1993-03-05),8,0,Shakhtar Donetsk,Ukraine,2018-06-14
Willian,Brazil,19,MF, (1988-08-09),57,8,Chelsea,England,2018-06-14
Roberto Firmino,Brazil,20,FW, (1991-10-02),21,7,Liverpool,England,2018-06-14
Taison,Brazil,21,FW, (1988-01-13),8,1,Shakhtar Donetsk,Ukraine,2018-06-14
Fagner,Brazil,22,DF, (1989-06-11),4,0,Corinthians,Brazil,2018-06-14
Ederson,Brazil,23,GK, (1993-08-17),1,0,Manchester City,England,2018-06-14
