Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Igor Akinfeev (captain),Russia,1,GK, (1986-04-08),106,0,CSKA Moscow,Russia,2018-06-14
Mário Fernandes,Russia,2,DF, (1990-09-19),5,0,CSKA Moscow,Russia,2018-06-14
Ilya Kutepov,Russia,3,DF, (1993-07-29),7,0,Spartak Moscow,Russia,2018-06-14
Sergei Ignashevich,Russia,4,DF, (1979-07-14),122,8,CSKA Moscow,Russia,2018-06-14
Andrei Semyonov,Russia,5,DF, (1989-03-24),6,0,Akhmat Grozny,Russia,2018-06-14
Denis Cheryshev,Russia,6,MF, (1990-12-26),11,0,Villarreal,Spain,2018-06-14
Daler Kuzyayev,Russia,7,MF, (1993-01-15),6,0,Zenit Saint Petersburg,Russia,2018-06-14
Yury Gazinsky,Russia,8,MF, (1989-07-20),6,0,Krasnodar,Russia,2018-06-14
Alan Dzagoev,Russia,9,MF, (1990-06-17),57,9,CSKA Moscow,Russia,2018-06-14
Fyodor Smolov,Russia,10,FW, (1990-02-09),32,12,Krasnodar,Russia,2018-06-14
Roman Zobnin,Russia,11,MF, (1994-02-11),12,0,Spartak Moscow,Russia,2018-06-14
Andrey Lunyov,Russia,12,GK, (1991-11-13),3,0,Zenit Saint Petersburg,Russia,2018-06-14
Fyodor Kudryashov,Russia,13,DF, (1987-04-05),19,0,Rubin Kazan,Russia,2018-06-14
Vladimir Granat,Russia,14,DF, (1987-05-22),12,1,Rubin Kazan,Russia,2018-06-14
Aleksei Miranchuk,Russia,15,MF, (1995-10-17),18,4,Lokomotiv Moscow,Russia,2018-06-14
Anton Miranchuk,Russia,16,MF, (1995-10-17),6,0,Lokomotiv Moscow,Russia,2018-06-14
Aleksandr Golovin,Russia,17,MF, (1996-05-30),19,2,CSKA Moscow,Russia,2018-06-14
Yuri Zhirkov,Russia,18,MF, (1983-08-20),84,2,Zenit Saint Petersburg,Russia,2018-06-14
Aleksandr Samedov,Russia,19,MF, (1984-07-19),48,7,Spartak Moscow,Russia,2018-06-14
Vladimir Gabulov,Russia,20,GK, (1983-10-19),10,0,Club Brugge,Belgium,2018-06-14
Aleksandr Yerokhin,Russia,21,MF, (1989-10-13),17,0,Zenit Saint Petersburg,Russia,2018-06-14
Artem Dzyuba,Russia,22,FW, (1988-08-22),23,11,Arsenal Tula,Russia,2018-06-14
Igor Smolnikov,Russia,23,DF, (1988-08-08),27,0,Zenit Saint Petersburg,Russia,2018-06-14
