Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Georgi Naydenov,Bulgaria,1,GK, (1931-12-21),39,,CDNA Sofia,Bulgaria,1962-05-30
Kiril Rakarov (captain),Bulgaria,2,DF, (1932-05-24),56,,CDNA Sofia,Bulgaria,1962-05-30
Ivan Dimitrov,Bulgaria,3,DF, (1935-05-14),30,,Lokomotiv Sofia,Bulgaria,1962-05-30
Stoyan Kitov,Bulgaria,4,MF, (1938-08-27),7,,Spartak Sofia,Bulgaria,1962-05-30
Dimitar Kostov,Bulgaria,5,DF, (1936-07-26),2,,Levski Sofia,Bulgaria,1962-05-30
Nikola Kovachev,Bulgaria,6,MF, (1934-06-04),38,,CDNA Sofia,Bulgaria,1962-05-30
Todor Diev,Bulgaria,7,MF, (1934-01-28),38,,Spartak Plovdiv,Bulgaria,1962-05-30
Dimitar Dimov,Bulgaria,8,DF, (1937-12-13),5,,Spartak Plovdiv,Bulgaria,1962-05-30
Hristo Iliev,Bulgaria,9,FW, (1936-05-11),17,,Levski Sofia,Bulgaria,1962-05-30
Ivan Kolev,Bulgaria,10,FW, (1930-11-01),60,,CDNA Sofia,Bulgaria,1962-05-30
Dimitar Yakimov,Bulgaria,11,FW, (1941-07-12),19,,CDNA Sofia,Bulgaria,1962-05-30
Dobromir Zhechev,Bulgaria,12,DF, (1942-11-12),3,,Spartak Sofia,Bulgaria,1962-05-30
Petar Velichkov,Bulgaria,13,FW, (1940-08-08),4,,Lokomotiv Sofia,Bulgaria,1962-05-30
Georgi Sokolov,Bulgaria,14,FW, (1942-06-19),6,,Levski Sofia,Bulgaria,1962-05-30
Georgi Asparuhov,Bulgaria,15,FW, (1943-05-04),1,,Botev Plovdiv,Bulgaria,1962-05-30
Aleksandar Kostov,Bulgaria,16,MF, (1938-03-05),1,,Levski Sofia,Bulgaria,1962-05-30
Panteley Dimitrov,Bulgaria,17,MF, (1940-11-02),0,,CDNA Sofia,Bulgaria,1962-05-30
Ivan Ivanov,Bulgaria,18,GK, (1942-01-01),0,,Cherno More Varna,Bulgaria,1962-05-30
Dinko Dermendzhiev,Bulgaria,19,FW, (1941-06-02),1,,Botev Plovdiv,Bulgaria,1962-05-30
Nikola Parshanov,Bulgaria,20,GK, (1934-02-16),2,,Spartak Pleven,Bulgaria,1962-05-30
Panayot Panayotov,Bulgaria,21,FW, (1930-12-30),45,,CDNA Sofia,Bulgaria,1962-05-30
Georgi Nikolov,Bulgaria,22,FW, (1931-05-01),0,,Cherno More Varna,Bulgaria,1962-05-30
