Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Hans Tilkowski,West Germany,1,GK, (1935-07-12),18,,Westfalia Herne,West Germany,1962-05-30
Herbert Erhardt,West Germany,2,DF, (1930-07-06),45,,Greuther Fürth,West Germany,1962-05-30
Karl-Heinz Schnellinger,West Germany,3,DF, (1939-03-31),19,,1. FC Köln,West Germany,1962-05-30
Willi Schulz,West Germany,4,DF, (1938-10-04),8,,FC Schalke 04,West Germany,1962-05-30
Leo Wilden,West Germany,5,DF, (1936-07-03),6,,1. FC Köln,West Germany,1962-05-30
Horst Szymaniak,West Germany,6,MF, (1934-08-29),33,,Calcio Catania,Italy,1962-05-30
Willi Koslowski,West Germany,7,MF, (1937-02-17),1,,FC Schalke 04,West Germany,1962-05-30
Helmut Haller,West Germany,8,FW, (1939-07-21),16,,BC Augsburg,West Germany,1962-05-30
Uwe Seeler,West Germany,9,FW, (1936-11-05),30,,Hamburger SV,West Germany,1962-05-30
Albert Brülls,West Germany,10,MF, (1937-03-26),18,,Borussia Mönchengladbach,West Germany,1962-05-30
Hans Schäfer (captain),West Germany,11,FW, (1927-10-19),35,,1. FC Köln,West Germany,1962-05-30
Hans Nowak,West Germany,12,DF, (1937-08-09),3,,FC Schalke 04,West Germany,1962-05-30
Jürgen Kurbjuhn,West Germany,13,DF, (1940-07-26),1,,Hamburger SV,West Germany,1962-05-30
Jürgen Werner,West Germany,14,DF, (1935-08-15),2,,Hamburger SV,West Germany,1962-05-30
Willi Giesemann,West Germany,15,MF, (1937-09-02),9,,Bayern Munich,West Germany,1962-05-30
Hans Sturm,West Germany,16,MF, (1935-09-03),2,,1. FC Köln,West Germany,1962-05-30
Engelbert Kraus,West Germany,17,FW, (1934-07-30),5,,Kickers Offenbach,West Germany,1962-05-30
Günther Herrmann,West Germany,18,MF, (1939-09-01),7,,Karlsruher SC,West Germany,1962-05-30
Heinz Strehl,West Germany,19,FW, (1938-07-20),0,,1. FC Nürnberg,West Germany,1962-05-30
Heinz Vollmar,West Germany,20,FW, (1936-04-26),12,,1. FC Saarbrücken,West Germany,1962-05-30
Günter Sawitzki,West Germany,21,GK, (1932-11-22),9,,VfB Stuttgart,West Germany,1962-05-30
Wolfgang Fahrian,West Germany,22,GK, (1941-05-31),1,,TSG Ulm 1846,West Germany,1962-05-30
