Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Efraín Sánchez,Colombia,1,GK, (1926-02-27),27,,Independiente Medellín,Colombia,1962-05-30
Achito Vivas,Colombia,2,GK, (1934-03-01),0,,Deportivo Pereira,Colombia,1962-05-30
Francisco Zuluaga (captain),Colombia,3,DF, (1929-02-04),9,,Independiente Santa Fe,Colombia,1962-05-30
Aníbal Alzate,Colombia,4,DF, (1933-01-31),4,,Deportes Tolima,Colombia,1962-05-30
Jaime González,Colombia,5,DF, (1938-04-01),2,,América de Cali,Colombia,1962-05-30
Ignacio Calle,Colombia,6,DF, (1931-08-21),8,,Atlético Nacional,Colombia,1962-05-30
Carlos Aponte,Colombia,7,DF, (1939-01-24),1,,Independiente Santa Fe,Colombia,1962-05-30
Héctor Echeverry,Colombia,8,DF, (1938-04-10),5,,Independiente Medellín,Colombia,1962-05-30
Jaime Silva,Colombia,9,MF, (1935-10-10),12,,Independiente Santa Fe,Colombia,1962-05-30
Rolando Serrano,Colombia,10,MF, (1938-11-13),5,,América de Cali,Colombia,1962-05-30
Óscar López,Colombia,11,DF, (1939-04-02),4,,Once Caldas,Colombia,1962-05-30
Hernando Tovar,Colombia,12,MF, (1938-06-07),0,,Independiente Santa Fe,Colombia,1962-05-30
Germán Aceros,Colombia,13,FW, (1938-09-30),6,,Deportivo Cali,Colombia,1962-05-30
Luis Paz,Colombia,14,FW, (1942-06-25),0,,América de Cali,Colombia,1962-05-30
Marcos Coll,Colombia,15,MF, (1935-08-23),4,,América de Cali,Colombia,1962-05-30
Ignacio Pérez,Colombia,16,FW, (1934-12-19),4,,Once Caldas,Colombia,1962-05-30
Marino Klinger,Colombia,17,FW, (1936-02-07),3,,Millonarios,Colombia,1962-05-30
Eusebio Escobar,Colombia,18,FW, (1936-07-02),2,,Deportivo Pereira,Colombia,1962-05-30
Delio Gamboa,Colombia,19,FW, (1936-01-28),9,,Millonarios,Colombia,1962-05-30
Antonio Rada,Colombia,20,FW, (1937-06-13),2,,Deportivo Pereira,Colombia,1962-05-30
Héctor González,Colombia,21,FW, (1937-07-07),3,,Independiente Santa Fe,Colombia,1962-05-30
Jairo Arias,Colombia,22,FW, (1938-11-02),4,,Atlético Nacional,Colombia,1962-05-30
