Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Thomas Ravelli,Sweden,1,GK, (1959-08-13),110,,IFK Göteborg,Sweden,1994-06-17
Roland Nilsson,Sweden,2,DF, (1963-11-27),62,,Sheffield Wednesday,England,1994-06-17
Patrik Andersson,Sweden,3,DF, (1971-08-18),23,,Borussia Mönchengladbach,Germany,1994-06-17
Joachim Björklund,Sweden,4,DF, (1971-03-15),22,,IFK Göteborg,Sweden,1994-06-17
Roger Ljung,Sweden,5,DF, (1966-01-08),46,,Galatasaray,Turkey,1994-06-17
Stefan Schwarz,Sweden,6,MF, (1969-04-18),29,,Benfica,Portugal,1994-06-17
Henrik Larsson,Sweden,7,FW, (1971-09-20),7,,Feyenoord,Netherlands,1994-06-17
Klas Ingesson,Sweden,8,MF, (1968-08-20),42,,PSV Eindhoven,Netherlands,1994-06-17
Jonas Thern (c),Sweden,9,MF, (1967-03-20),47,,Napoli,Italy,1994-06-17
Martin Dahlin,Sweden,10,FW, (1968-04-16),29,,Borussia Mönchengladbach,Germany,1994-06-17
Tomas Brolin,Sweden,11,FW, (1969-11-29),31,,Parma,Italy,1994-06-17
Lars Eriksson,Sweden,12,GK, (1965-09-21),14,,IFK Norrköping,Sweden,1994-06-17
Mikael Nilsson,Sweden,13,DF, (1968-09-28),12,,IFK Göteborg,Sweden,1994-06-17
Pontus Kåmark,Sweden,14,DF, (1969-04-05),12,,IFK Göteborg,Sweden,1994-06-17
Teddy Lučić,Sweden,15,DF, (1973-04-15),0,,Västra Frölunda,Sweden,1994-06-17
Anders Limpar,Sweden,16,MF, (1965-09-24),51,,Everton,England,1994-06-17
Stefan Rehn,Sweden,17,MF, (1966-09-22),38,,IFK Göteborg,Sweden,1994-06-17
Håkan Mild,Sweden,18,MF, (1971-06-14),12,,Servette,Switzerland,1994-06-17
Kennet Andersson,Sweden,19,FW, (1967-10-06),24,,Lille,France,1994-06-17
Magnus Erlingmark,Sweden,20,DF, (1968-07-08),24,,IFK Göteborg,Sweden,1994-06-17
Jesper Blomqvist,Sweden,21,MF, (1974-02-05),8,,IFK Göteborg,Sweden,1994-06-17
Magnus Hedman,Sweden,22,GK, (1973-03-19),0,,AIK,Sweden,1994-06-17
