Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Stanislav Cherchesov,Russia,1,GK, (1963-09-02),19,,Dynamo Dresden,Germany,1994-06-17
Dmitri Kuznetsov,Russia,2,DF, (1965-08-28),26,,Espanyol,Spain,1994-06-17
Sergei Gorlukovich,Russia,3,DF, (1961-11-18),32,,Bayer Uerdingen,Germany,1994-06-17
Dmitri Galiamin,Russia,4,DF, (1963-01-08),18,,Espanyol,Spain,1994-06-17
Yuriy Nikiforov,Russia,5,DF, (1970-09-16),8,,Spartak Moscow,Russia,1994-06-17
Vladislav Ternavsky,Russia,6,DF, (1969-05-02),2,,Spartak Moscow,Russia,1994-06-17
Andrey Pyatnitsky,Russia,7,MF, (1967-09-27),9,,Spartak Moscow,Russia,1994-06-17
Dmitri Popov,Russia,8,MF, (1967-02-27),11,,Racing Santander,Spain,1994-06-17
Oleg Salenko,Russia,9,FW, (1969-10-25),5,,Logroñés,Spain,1994-06-17
Valeri Karpin,Russia,10,MF, (1969-02-02),10,,Spartak Moscow,Russia,1994-06-17
Vladimir Beschastnykh,Russia,11,FW, (1974-04-01),6,,Spartak Moscow,Russia,1994-06-17
Omari Tetradze,Russia,12,DF, (1969-10-13),9,,Dynamo Moscow,Russia,1994-06-17
Aleksandr Borodyuk,Russia,13,MF, (1962-11-30),13,,SC Freiburg,Germany,1994-06-17
Igor Korneev,Russia,14,MF, (1967-09-04),13,,Espanyol,Spain,1994-06-17
Dmitri Radchenko,Russia,15,FW, (1970-12-02),14,,Racing Santander,Spain,1994-06-17
Dmitri Kharine (c),Russia,16,GK, (1968-08-16),22,,Chelsea,England,1994-06-17
Ilya Tsymbalar,Russia,17,MF, (1969-06-17),2,,Spartak Moscow,Russia,1994-06-17
Viktor Onopko,Russia,18,DF, (1969-10-14),21,,Spartak Moscow,Russia,1994-06-17
Aleksandr Mostovoi,Russia,19,MF, (1968-08-22),20,,Caen,France,1994-06-17
Igor Lediakhov,Russia,20,MF, (1968-05-22),15,,Spartak Moscow,Russia,1994-06-17
Dmitri Khlestov,Russia,21,MF, (1971-01-21),12,,Spartak Moscow,Russia,1994-06-17
Sergei Yuran,Russia,22,FW, (1969-06-11),26,,Benfica,Portugal,1994-06-17
