Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Khalil Azmi,Morocco,1,GK, (1964-08-23),19,,Raja Casablanca,Morocco,1994-06-17
Nacer Abdellah,Morocco,2,DF, (1966-03-03),10,,Waregem,Belgium,1994-06-17
Abdelkrim El Hadrioui,Morocco,3,DF, (1972-03-06),13,,FAR Rabat,Morocco,1994-06-17
Tahar El Khalej,Morocco,4,MF, (1968-06-16),19,,KAC Marrakesh,Morocco,1994-06-17
Smahi Triki,Morocco,5,DF, (1967-08-01),4,,Châteauroux,France,1994-06-17
Noureddine Naybet,Morocco,6,DF, (1970-02-10),20,,Nantes,France,1994-06-17
Mustapha Hadji,Morocco,7,MF, (1971-11-16),5,,Nancy,France,1994-06-17
Rachid Azzouzi,Morocco,8,MF, (1971-01-10),6,,MSV Duisburg,Germany,1994-06-17
Mohammed Chaouch,Morocco,9,FW, (1966-12-12),16,,Nice,France,1994-06-17
Mustafa El Haddaoui (c),Morocco,10,MF, (1961-07-28),22,,Angers,France,1994-06-17
Rachid Daoudi,Morocco,11,MF, (1966-02-21),22,,WAC Casablanca,Morocco,1994-06-17
Said Dghay,Morocco,12,GK, (1964-01-14),2,,Olympique Casablanca,Morocco,1994-06-17
Ahmed Bahja,Morocco,13,FW, (1970-12-21),0,,KAC Marrakesh,Morocco,1994-06-17
Ahmed Masbahi,Morocco,14,DF, (1966-01-17),14,,KAC Marrakesh,Morocco,1994-06-17
El Arbi Hababi,Morocco,15,MF, (1967-08-12),9,,Olympique Khouribga,Morocco,1994-06-17
Hassan Nader,Morocco,16,FW, (1965-07-08),18,,Farense,Portugal,1994-06-17
Abdeslam Laghrissi,Morocco,17,FW, (1962-01-05),23,,Raja Casablanca,Morocco,1994-06-17
Rachid Neqrouz,Morocco,18,DF, (1972-04-10),2,,Mouloudia Oujda,Morocco,1994-06-17
Abdelmajid Bouyboud,Morocco,19,FW, (1966-10-24),20,,WAC Casablanca,Morocco,1994-06-17
Hassan Kachloul,Morocco,20,MF, (1973-02-19),3,,Nîmes,France,1994-06-17
Mohamed Samadi,Morocco,21,MF, (1970-03-21),11,,FAR Rabat,Morocco,1994-06-17
Zakaria Alaoui,Morocco,22,GK, (1966-06-17),5,,KAC Marrakesh,Morocco,1994-06-17
