Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jorge Campos,Mexico,1,GK, (1966-10-15),54,,UNAM,Mexico,1994-06-17
Claudio Suárez,Mexico,2,DF, (1968-12-17),41,,UNAM,Mexico,1994-06-17
Juan de Dios Ramírez Perales,Mexico,3,DF, (1969-03-08),42,,UNAM,Mexico,1994-06-17
Ignacio Ambríz (c),Mexico,4,DF, (1965-02-07),51,,Necaxa,Mexico,1994-06-17
Ramón Ramírez,Mexico,5,MF, (1969-12-05),31,,Santos Laguna,Mexico,1994-06-17
Marcelino Bernal,Mexico,6,MF, (1962-05-27),28,,Toluca,Mexico,1994-06-17
Carlos Hermosillo,Mexico,7,FW, (1964-08-24),57,,Cruz Azul,Mexico,1994-06-17
Alberto García Aspe,Mexico,8,MF, (1967-05-11),29,,Necaxa,Mexico,1994-06-17
Hugo Sánchez,Mexico,9,FW, (1958-07-11),57,,Rayo Vallecano,Spain,1994-06-17
Luis García Postigo,Mexico,10,FW, (1969-06-01),31,,Atlético Madrid,Spain,1994-06-17
Zague,Mexico,11,FW, (1967-05-23),48,,América,Mexico,1994-06-17
Félix Fernández,Mexico,12,GK, (1967-01-11),3,,Atlante,Mexico,1994-06-17
Juan Carlos Chávez,Mexico,13,MF, (1967-01-18),2,,Atlas,Mexico,1994-06-17
Joaquín del Olmo,Mexico,14,MF, (1969-04-20),17,,Veracruz,Mexico,1994-06-17
Missael Espinoza,Mexico,15,MF, (1965-04-12),35,,Guadalajara,Mexico,1994-06-17
Luis Antonio Valdéz,Mexico,16,FW, (1965-07-01),11,,León,Mexico,1994-06-17
Benjamín Galindo,Mexico,17,MF, (1960-12-11),35,,Guadalajara,Mexico,1994-06-17
José Luis Salgado,Mexico,18,DF, (1966-04-03),2,,Tecos UAG,Mexico,1994-06-17
Luis Miguel Salvador,Mexico,19,FW, (1968-02-26),17,,Atlante,Mexico,1994-06-17
Jorge Rodríguez,Mexico,20,MF, (1968-04-18),22,,Toluca,Mexico,1994-06-17
Raúl Gutiérrez,Mexico,21,DF, (1966-10-16),21,,Atlante,Mexico,1994-06-17
Adrián Chávez,Mexico,22,GK, (1962-06-27),7,,América,Mexico,1994-06-17
