Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Ed de Goey,Netherlands,1,GK, (1966-12-20),14,,Feyenoord,Netherlands,1994-06-17
Frank de Boer,Netherlands,2,DF, (1970-05-15),25,,Ajax,Netherlands,1994-06-17
Frank Rijkaard,Netherlands,3,MF, (1962-09-30),69,,Ajax,Netherlands,1994-06-17
Ronald Koeman (c),Netherlands,4,DF, (1963-03-21),73,,Barcelona,Spain,1994-06-17
Rob Witschge,Netherlands,5,MF, (1966-08-22),22,,Feyenoord,Netherlands,1994-06-17
Jan Wouters,Netherlands,6,MF, (1960-07-17),66,,PSV Eindhoven,Netherlands,1994-06-17
Marc Overmars,Netherlands,7,FW, (1973-03-29),13,,Ajax,Netherlands,1994-06-17
Wim Jonk,Netherlands,8,MF, (1966-10-12),15,,Inter Milan,Italy,1994-06-17
Ronald de Boer,Netherlands,9,MF, (1970-05-15),9,,Ajax,Netherlands,1994-06-17
Dennis Bergkamp,Netherlands,10,FW, (1969-05-10),31,,Inter Milan,Italy,1994-06-17
Bryan Roy,Netherlands,11,FW, (1970-02-12),21,,Foggia,Italy,1994-06-17
John Bosman,Netherlands,12,FW, (1965-02-01),27,,Anderlecht,Belgium,1994-06-17
Edwin van der Sar,Netherlands,13,GK, (1970-10-29),0,,Ajax,Netherlands,1994-06-17
Ulrich van Gobbel,Netherlands,14,DF, (1971-01-16),6,,Feyenoord,Netherlands,1994-06-17
Danny Blind,Netherlands,15,DF, (1961-08-01),24,,Ajax,Netherlands,1994-06-17
Arthur Numan,Netherlands,16,DF, (1969-12-14),4,,PSV Eindhoven,Netherlands,1994-06-17
Gaston Taument,Netherlands,17,FW, (1970-10-01),6,,Feyenoord,Netherlands,1994-06-17
Stan Valckx,Netherlands,18,DF, (1963-10-20),7,,Sporting CP,Portugal,1994-06-17
Peter van Vossen,Netherlands,19,FW, (1968-04-21),10,,Ajax,Netherlands,1994-06-17
Aron Winter,Netherlands,20,MF, (1967-03-01),38,,Lazio,Italy,1994-06-17
John de Wolf,Netherlands,21,DF, (1962-12-10),6,,Feyenoord,Netherlands,1994-06-17
Theo Snelders,Netherlands,22,GK, (1963-12-07),1,,Aberdeen,Scotland,1994-06-17
