Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Marco Pascolo,Switzerland,1,GK, (1966-05-09),18,,Servette,Switzerland,1994-06-17
Marc Hottiger,Switzerland,2,DF, (1967-11-07),41,,Sion,Switzerland,1994-06-17
Yvan Quentin,Switzerland,3,DF, (1970-05-02),14,,Sion,Switzerland,1994-06-17
Dominique Herr,Switzerland,4,MF, (1965-10-25),39,,Sion,Switzerland,1994-06-17
Alain Geiger (c),Switzerland,5,DF, (1960-11-05),94,,Sion,Switzerland,1994-06-17
Georges Bregy,Switzerland,6,MF, (1958-01-17),50,,Young Boys,Switzerland,1994-06-17
Alain Sutter,Switzerland,7,MF, (1968-01-22),46,,1. FC Nürnberg,Germany,1994-06-17
Christophe Ohrel,Switzerland,8,DF, (1968-04-07),28,,Servette,Switzerland,1994-06-17
Adrian Knup,Switzerland,9,FW, (1968-07-02),34,,VfB Stuttgart,Germany,1994-06-17
Ciriaco Sforza,Switzerland,10,MF, (1970-03-02),23,,1. FC Kaiserslautern,Germany,1994-06-17
Stéphane Chapuisat,Switzerland,11,FW, (1969-06-28),36,,Borussia Dortmund,Germany,1994-06-17
Stephan Lehmann,Switzerland,12,GK, (1963-08-15),6,,Sion,Switzerland,1994-06-17
André Egli,Switzerland,13,DF, (1958-05-08),79,,Servette,Switzerland,1994-06-17
Nestor Subiat,Switzerland,14,FW, (1966-04-23),7,,Lugano,Switzerland,1994-06-17
Marco Grassi,Switzerland,15,FW, (1968-08-08),9,,Servette,Switzerland,1994-06-17
Thomas Bickel,Switzerland,16,MF, (1963-10-06),41,,Grasshopper,Switzerland,1994-06-17
Sébastien Fournier,Switzerland,17,MF, (1971-06-27),4,,Sion,Switzerland,1994-06-17
Martin Rueda,Switzerland,18,DF, (1963-01-09),5,,Lucerne,Switzerland,1994-06-17
Jürg Studer,Switzerland,19,DF, (1966-09-08),5,,Zürich,Switzerland,1994-06-17
Patrick Sylvestre,Switzerland,20,MF, (1968-09-01),9,,Lausanne,Switzerland,1994-06-17
Thomas Wyss,Switzerland,21,MF, (1966-08-29),5,,Aarau,Switzerland,1994-06-17
Martin Brunner,Switzerland,22,GK, (1963-04-23),33,,Grasshopper,Switzerland,1994-06-17
