Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Carlos Trucco,Bolivia,1,GK, (1957-08-08),21,,Bolivar,Bolivia,1994-06-17
Juan Manuel Peña,Bolivia,2,DF, (1973-01-17),21,,Santa Fe,Colombia,1994-06-17
Marco Sandy,Bolivia,3,DF, (1971-08-29),26,,Bolívar,Bolivia,1994-06-17
Miguel Rimba,Bolivia,4,DF, (1967-11-01),35,,Bolívar,Bolivia,1994-06-17
Gustavo Quinteros,Bolivia,5,DF, (1965-02-15),5,,The Strongest,Bolivia,1994-06-17
Carlos Borja (c),Bolivia,6,MF, (1956-12-25),76,,Bolívar,Bolivia,1994-06-17
Mario Pinedo,Bolivia,7,MF, (1964-04-09),1,,Oriente Petrolero,Bolivia,1994-06-17
José Milton Melgar,Bolivia,8,MF, (1959-09-20),65,,Cobreloa,Chile,1994-06-17
Álvaro Peña,Bolivia,9,FW, (1965-02-11),11,,Deportes Temuco,Chile,1994-06-17
Marco Etcheverry,Bolivia,10,MF, (1970-09-26),23,,Colo Colo,Chile,1994-06-17
Jaime Moreno,Bolivia,11,FW, (1974-01-19),23,,Blooming,Bolivia,1994-06-17
Darío Rojas,Bolivia,12,GK, (1960-01-20),4,,Oriente Petrolero,Bolivia,1994-06-17
Modesto Soruco,Bolivia,13,DF, (1966-02-12),3,,Once Caldas,Colombia,1994-06-17
Mauricio Ramos,Bolivia,14,MF, (1969-09-23),1,,Destroyers,Bolivia,1994-06-17
Vladimir Soria,Bolivia,15,MF, (1964-07-15),16,,Bolívar,Bolivia,1994-06-17
Luis Cristaldo,Bolivia,16,DF, (1969-08-31),29,,Bolivar,Bolivia,1994-06-17
Óscar Sánchez,Bolivia,17,DF, (1971-07-16),3,,The Strongest,Bolivia,1994-06-17
William Ramallo,Bolivia,18,FW, (1963-07-04),3,,Oriente Petrolero,Bolivia,1994-06-17
Marcelo Torrico,Bolivia,19,GK, (1972-01-11),?,,The Strongest,Bolivia,1994-06-17
Ramiro Castillo,Bolivia,20,MF, (1966-03-27),25,,Platense,Argentina,1994-06-17
Erwin Sánchez,Bolivia,21,MF, (1969-10-19),29,,Boavista,Portugal,1994-06-17
Julio César Baldivieso,Bolivia,22,MF, (1971-12-02),31,,Bolívar,Bolivia,1994-06-17
