Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Manuel Neuer (captain),Germany,1,GK, (1986-03-27),114,0,Bayern Munich,Germany,2022-11-20
Antonio Rüdiger,Germany,2,DF, (1993-03-03),54,2,Real Madrid,Spain,2022-11-20
David Raum,Germany,3,DF, (1998-04-22),12,0,RB Leipzig,Germany,2022-11-20
Matthias Ginter,Germany,4,DF, (1994-01-19),47,2,SC Freiburg,Germany,2022-11-20
Thilo Kehrer,Germany,5,DF, (1996-09-21),23,0,West Ham United,England,2022-11-20
Joshua Kimmich,Germany,6,MF, (1995-02-08),71,5,Bayern Munich,Germany,2022-11-20
Kai Havertz,Germany,7,FW, (1999-06-11),31,10,Chelsea,England,2022-11-20
Leon Goretzka,Germany,8,MF, (1995-02-06),45,14,Bayern Munich,Germany,2022-11-20
Niclas Füllkrug,Germany,9,FW, (1993-02-09),1,1,Werder Bremen,Germany,2022-11-20
Serge Gnabry,Germany,10,FW, (1995-07-14),36,20,Bayern Munich,Germany,2022-11-20
Mario Götze,Germany,11,MF, (1992-06-03),63,17,Eintracht Frankfurt,Germany,2022-11-20
Kevin Trapp,Germany,12,GK, (1990-07-08),6,0,Eintracht Frankfurt,Germany,2022-11-20
Thomas Müller,Germany,13,MF, (1989-09-13),118,44,Bayern Munich,Germany,2022-11-20
Jamal Musiala,Germany,14,MF, (2003-02-26),17,1,Bayern Munich,Germany,2022-11-20
Niklas Süle,Germany,15,DF, (1995-09-03),42,1,Borussia Dortmund,Germany,2022-11-20
Lukas Klostermann,Germany,16,DF, (1996-06-03),19,0,RB Leipzig,Germany,2022-11-20
Julian Brandt,Germany,17,MF, (1996-05-02),39,3,Borussia Dortmund,Germany,2022-11-20
Jonas Hofmann,Germany,18,MF, (1992-07-14),17,4,Borussia Mönchengladbach,Germany,2022-11-20
Leroy Sané,Germany,19,MF, (1996-01-11),48,11,Bayern Munich,Germany,2022-11-20
Christian Günter,Germany,20,DF, (1993-02-28),7,0,SC Freiburg,Germany,2022-11-20
İlkay Gündoğan,Germany,21,MF, (1990-10-24),63,16,Manchester City,England,2022-11-20
Marc-André ter Stegen,Germany,22,GK, (1992-04-30),30,0,Barcelona,Spain,2022-11-20
Nico Schlotterbeck,Germany,23,DF, (1999-12-01),6,0,Borussia Dortmund,Germany,2022-11-20
Karim Adeyemi,Germany,24,FW, (2002-01-18),4,1,Borussia Dortmund,Germany,2022-11-20
Armel Bella-Kotchap,Germany,25,DF, (2001-12-11),2,0,Southampton,England,2022-11-20
Youssoufa Moukoko,Germany,26,FW, (2004-11-20),1,0,Borussia Dortmund,Germany,2022-11-20
