Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Matt Turner,United States,1,GK, (1994-06-24),20,0,Arsenal,England,2022-11-20
Sergiño Dest,United States,2,DF, (2000-11-03),19,2,Milan,Italy,2022-11-20
Walker Zimmerman,United States,3,DF, (1993-05-19),33,3,Nashville SC,United States,2022-11-20
Tyler Adams (captain),United States,4,MF, (1999-02-14),32,1,Leeds United,England,2022-11-20
Antonee Robinson,United States,5,DF, (1997-08-08),29,2,Fulham,England,2022-11-20
Yunus Musah,United States,6,MF, (2002-11-29),19,0,Valencia,Spain,2022-11-20
Giovanni Reyna,United States,7,FW, (2002-11-13),14,4,Borussia Dortmund,Germany,2022-11-20
Weston McKennie,United States,8,MF, (1998-08-28),37,9,Juventus,Italy,2022-11-20
Jesús Ferreira,United States,9,FW, (2000-12-24),15,7,FC Dallas,United States,2022-11-20
Christian Pulisic,United States,10,FW, (1998-09-18),52,21,Chelsea,England,2022-11-20
Brenden Aaronson,United States,11,FW, (2000-10-22),24,6,Leeds United,England,2022-11-20
Ethan Horvath,United States,12,GK, (1995-06-09),8,0,Luton Town,England,2022-11-20
Tim Ream,United States,13,DF, (1987-10-05),46,1,Fulham,England,2022-11-20
Luca de la Torre,United States,14,MF, (1998-05-23),12,0,Celta Vigo,Spain,2022-11-20
Aaron Long,United States,15,DF, (1992-10-12),29,3,New York Red Bulls,United States,2022-11-20
Jordan Morris,United States,16,FW, (1994-10-26),49,11,Seattle Sounders FC,United States,2022-11-20
Cristian Roldan,United States,17,MF, (1995-06-03),32,0,Seattle Sounders FC,United States,2022-11-20
Shaq Moore,United States,18,DF, (1996-11-02),15,1,Nashville SC,United States,2022-11-20
Haji Wright,United States,19,FW, (1998-03-27),3,1,Antalyaspor,Turkey,2022-11-20
Cameron Carter-Vickers,United States,20,DF, (1997-12-31),11,0,Celtic,Scotland,2022-11-20
Timothy Weah,United States,21,FW, (2000-02-22),25,3,Lille,France,2022-11-20
DeAndre Yedlin,United States,22,DF, (1993-07-09),75,0,Inter Miami CF,United States,2022-11-20
Kellyn Acosta,United States,23,MF, (1995-07-24),53,2,Los Angeles FC,United States,2022-11-20
Josh Sargent,United States,24,FW, (2000-02-20),20,5,Norwich City,England,2022-11-20
Sean Johnson,United States,25,GK, (1989-05-31),10,0,New York City FC,United States,2022-11-20
Joe Scally,United States,26,DF, (2002-12-31),3,0,Borussia Mönchengladbach,Germany,2022-11-20
