Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Kim Seung-gyu,South Korea,1,GK, (1990-09-30),67,0,Al-Shabab,Saudi Arabia,2022-11-20
Yoon Jong-gyu,South Korea,2,DF, (1998-03-20),4,0,FC Seoul,South Korea,2022-11-20
Kim Jin-su,South Korea,3,DF, (1992-06-13),61,2,Jeonbuk Hyundai Motors,South Korea,2022-11-20
Kim Min-jae,South Korea,4,DF, (1996-11-15),44,3,Napoli,Italy,2022-11-20
Jung Woo-young,South Korea,5,MF, (1989-12-14),66,3,Al-Sadd,Qatar,2022-11-20
Hwang In-beom,South Korea,6,MF, (1996-09-20),37,4,Olympiacos,Greece,2022-11-20
Son Heung-min (captain),South Korea,7,MF, (1992-07-08),104,35,Tottenham Hotspur,England,2022-11-20
Paik Seung-ho,South Korea,8,MF, (1997-03-17),14,2,Jeonbuk Hyundai Motors,South Korea,2022-11-20
Cho Gue-sung,South Korea,9,FW, (1998-01-25),16,4,Jeonbuk Hyundai Motors,South Korea,2022-11-20
Lee Jae-sung,South Korea,10,MF, (1992-08-10),64,9,Mainz 05,Germany,2022-11-20
Hwang Hee-chan,South Korea,11,MF, (1996-01-26),49,9,Wolverhampton Wanderers,England,2022-11-20
Song Bum-keun,South Korea,12,GK, (1997-10-15),1,0,Jeonbuk Hyundai Motors,South Korea,2022-11-20
Son Jun-ho,South Korea,13,MF, (1992-05-12),15,0,Shandong Taishan,China,2022-11-20
Hong Chul,South Korea,14,DF, (1990-09-17),46,1,Daegu FC,South Korea,2022-11-20
Kim Moon-hwan,South Korea,15,DF, (1995-08-01),22,0,Jeonbuk Hyundai Motors,South Korea,2022-11-20
Hwang Ui-jo,South Korea,16,FW, (1992-08-28),49,16,Olympiacos,Greece,2022-11-20
Na Sang-ho,South Korea,17,MF, (1996-08-12),24,2,FC Seoul,South Korea,2022-11-20
Lee Kang-in,South Korea,18,MF, (2001-02-19),6,0,Mallorca,Spain,2022-11-20
Kim Young-gwon,South Korea,19,DF, (1990-02-27),96,6,Ulsan Hyundai,South Korea,2022-11-20
Kwon Kyung-won,South Korea,20,DF, (1992-01-31),28,2,Gamba Osaka,Japan,2022-11-20
Jo Hyeon-woo,South Korea,21,GK, (1991-09-25),22,0,Ulsan Hyundai,South Korea,2022-11-20
Kwon Chang-hoon,South Korea,22,MF, (1994-06-30),42,12,Gimcheon Sangmu,South Korea,2022-11-20
Kim Tae-hwan,South Korea,23,DF, (1989-07-24),19,0,Ulsan Hyundai,South Korea,2022-11-20
Cho Yu-min,South Korea,24,DF, (1996-11-17),4,0,Daejeon Hana Citizen,South Korea,2022-11-20
Jeong Woo-yeong,South Korea,25,MF, (1999-09-20),9,2,SC Freiburg,Germany,2022-11-20
Song Min-kyu,South Korea,26,MF, (1999-09-12),13,1,Jeonbuk Hyundai Motors,South Korea,2022-11-20
