Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Simon Ngapandouetnbu,Cameroon,1,GK, (2003-04-12),0,0,Marseille,France,2022-11-20
Jerome Ngom Mbekeli,Cameroon,2,DF, (1998-09-30),2,0,Colombe Sportive,Cameroon,2022-11-20
Nicolas Nkoulou,Cameroon,3,DF, (1990-03-27),79,2,Aris,Greece,2022-11-20
Christopher Wooh,Cameroon,4,DF, (2001-09-18),4,0,Rennes,France,2022-11-20
Gaël Ondoua,Cameroon,5,MF, (1995-11-04),4,0,Hannover 96,Germany,2022-11-20
Moumi Ngamaleu,Cameroon,6,FW, (1994-07-09),42,4,Dynamo Moscow,Russia,2022-11-20
Georges-Kévin Nkoudou,Cameroon,7,MF, (1995-02-13),3,0,Beşiktaş,Turkey,2022-11-20
André-Frank Zambo Anguissa,Cameroon,8,MF, (1995-11-16),44,5,Napoli,Italy,2022-11-20
Jean-Pierre Nsame,Cameroon,9,FW, (1993-05-01),4,0,Young Boys,Switzerland,2022-11-20
Vincent Aboubakar (captain),Cameroon,10,FW, (1992-01-22),92,33,Al-Nassr,Saudi Arabia,2022-11-20
Christian Bassogog,Cameroon,11,FW, (1995-10-18),44,7,Shanghai Shenhua,China,2022-11-20
Karl Toko Ekambi,Cameroon,12,FW, (1992-09-14),52,12,Lyon,France,2022-11-20
Eric Maxim Choupo-Moting,Cameroon,13,FW, (1989-03-23),70,20,Bayern Munich,Germany,2022-11-20
Samuel Gouet,Cameroon,14,MF, (1997-12-14),22,0,Mechelen,Belgium,2022-11-20
Pierre Kunde,Cameroon,15,MF, (1995-07-26),33,1,Olympiacos,Greece,2022-11-20
Devis Epassy,Cameroon,16,GK, (1993-02-02),5,0,Abha,Saudi Arabia,2022-11-20
Olivier Mbaizo,Cameroon,17,DF, (1997-08-15),11,0,Philadelphia Union,United States,2022-11-20
Martin Hongla,Cameroon,18,MF, (1998-03-16),20,0,Hellas Verona,Italy,2022-11-20
Collins Fai,Cameroon,19,DF, (1992-08-13),53,0,Al-Tai,Saudi Arabia,2022-11-20
Bryan Mbeumo,Cameroon,20,FW, (1999-08-07),4,0,Brentford,England,2022-11-20
Jean-Charles Castelletto,Cameroon,21,DF, (1995-01-26),15,0,Nantes,France,2022-11-20
Olivier Ntcham,Cameroon,22,MF, (1996-02-09),4,0,Swansea City,Wales,2022-11-20
André Onana,Cameroon,23,GK, (1996-04-02),34,0,Internazionale,Italy,2022-11-20
Enzo Ebosse,Cameroon,24,DF, (1999-03-11),3,0,Udinese,Italy,2022-11-20
Nouhou Tolo,Cameroon,25,DF, (1997-06-23),19,0,Seattle Sounders FC,United States,2022-11-20
Souaibou Marou,Cameroon,26,MF, (2000-12-03),3,1,Coton Sport,Cameroon,2022-11-20
