Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Keylor Navas,Costa Rica,1,GK, (1986-12-15),107,0,Paris Saint-Germain,France,2022-11-20
Daniel Chacón,Costa Rica,2,MF, (2001-04-11),8,0,Cartaginés,Costa Rica,2022-11-20
Juan Pablo Vargas,Costa Rica,3,DF, (1995-06-06),12,1,Millonarios,Colombia,2022-11-20
Keysher Fuller,Costa Rica,4,DF, (1994-07-12),31,2,Herediano,Costa Rica,2022-11-20
Celso Borges,Costa Rica,5,MF, (1988-05-27),155,27,Alajuelense,Costa Rica,2022-11-20
Óscar Duarte,Costa Rica,6,DF, (1989-06-03),71,4,Al-Wehda,Saudi Arabia,2022-11-20
Anthony Contreras,Costa Rica,7,FW, (2000-01-29),9,2,Herediano,Costa Rica,2022-11-20
Bryan Oviedo,Costa Rica,8,DF, (1990-02-18),76,2,Real Salt Lake,United States,2022-11-20
Jewison Bennette,Costa Rica,9,MF, (2004-06-15),7,2,Sunderland,England,2022-11-20
Bryan Ruiz (captain),Costa Rica,10,MF, (1985-08-18),146,29,Alajuelense,Costa Rica,2022-11-20
Johan Venegas,Costa Rica,11,FW, (1988-11-27),82,11,Alajuelense,Costa Rica,2022-11-20
Joel Campbell,Costa Rica,12,FW, (1992-06-26),119,25,León,Mexico,2022-11-20
Gerson Torres,Costa Rica,13,MF, (1997-08-28),13,1,Herediano,Costa Rica,2022-11-20
Youstin Salas,Costa Rica,14,MF, (1996-06-17),4,0,Saprissa,Costa Rica,2022-11-20
Francisco Calvo,Costa Rica,15,DF, (1992-07-08),75,8,Konyaspor,Turkey,2022-11-20
Carlos Martínez,Costa Rica,16,DF, (1999-03-30),7,0,San Carlos,Costa Rica,2022-11-20
Yeltsin Tejeda,Costa Rica,17,MF, (1992-03-17),73,0,Herediano,Costa Rica,2022-11-20
Esteban Alvarado,Costa Rica,18,GK, (1989-04-28),25,0,Herediano,Costa Rica,2022-11-20
Kendall Waston,Costa Rica,19,DF, (1988-01-01),63,9,Saprissa,Costa Rica,2022-11-20
Brandon Aguilera,Costa Rica,20,MF, (2003-06-28),4,0,Guanacasteca,Costa Rica,2022-11-20
Douglas López,Costa Rica,21,MF, (1998-09-21),3,0,Herediano,Costa Rica,2022-11-20
Rónald Matarrita,Costa Rica,22,DF, (1994-07-09),52,3,FC Cincinnati,United States,2022-11-20
Patrick Sequeira,Costa Rica,23,GK, (1999-03-01),2,0,Lugo,Spain,2022-11-20
Roan Wilson,Costa Rica,24,MF, (2002-05-01),3,0,Municipal Grecia,Costa Rica,2022-11-20
Anthony Hernández,Costa Rica,25,MF, (2001-10-11),3,1,Puntarenas,Costa Rica,2022-11-20
Álvaro Zamora,Costa Rica,26,MF, (2002-03-09),3,0,Saprissa,Costa Rica,2022-11-20
