Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Rui Patrício,Portugal,1,GK, (1988-02-15),105,0,Roma,Italy,2022-11-20
Diogo Dalot,Portugal,2,DF, (1999-03-18),7,2,Manchester United,England,2022-11-20
Pepe,Portugal,3,DF, (1983-02-26),129,7,Porto,Portugal,2022-11-20
Rúben Dias,Portugal,4,DF, (1997-05-14),40,2,Manchester City,England,2022-11-20
Raphaël Guerreiro,Portugal,5,DF, (1993-12-22),57,3,Borussia Dortmund,Germany,2022-11-20
João Palhinha,Portugal,6,MF, (1995-07-09),15,2,Fulham,England,2022-11-20
Cristiano Ronaldo (captain),Portugal,7,FW, (1985-02-05),191,117,Manchester United,England,2022-11-20
Bruno Fernandes,Portugal,8,MF, (1994-09-08),49,11,Manchester United,England,2022-11-20
André Silva,Portugal,9,FW, (1995-11-06),52,19,RB Leipzig,Germany,2022-11-20
Bernardo Silva,Portugal,10,FW, (1994-08-10),73,8,Manchester City,England,2022-11-20
João Félix,Portugal,11,FW, (1999-11-10),24,3,Atlético Madrid,Spain,2022-11-20
José Sá,Portugal,12,GK, (1993-01-17),0,0,Wolverhampton Wanderers,England,2022-11-20
Danilo Pereira,Portugal,13,DF, (1991-09-09),63,2,Paris Saint-Germain,France,2022-11-20
William Carvalho,Portugal,14,MF, (1992-04-07),76,5,Real Betis,Spain,2022-11-20
Rafael Leão,Portugal,15,FW, (1999-06-10),11,0,Milan,Italy,2022-11-20
Vitinha,Portugal,16,MF, (2000-02-13),5,0,Paris Saint-Germain,France,2022-11-20
João Mário,Portugal,17,MF, (1993-01-19),53,3,Benfica,Portugal,2022-11-20
Rúben Neves,Portugal,18,MF, (1997-03-13),32,0,Wolverhampton Wanderers,England,2022-11-20
Nuno Mendes,Portugal,19,DF, (2002-06-19),17,0,Paris Saint-Germain,France,2022-11-20
João Cancelo,Portugal,20,DF, (1994-05-27),37,7,Manchester City,England,2022-11-20
Ricardo Horta,Portugal,21,FW, (1994-09-15),6,1,Braga,Portugal,2022-11-20
Diogo Costa,Portugal,22,GK, (1999-09-19),7,0,Porto,Portugal,2022-11-20
Matheus Nunes,Portugal,23,MF, (1998-08-27),9,1,Wolverhampton Wanderers,England,2022-11-20
António Silva,Portugal,24,DF, (2003-10-30),1,0,Benfica,Portugal,2022-11-20
Otávio,Portugal,25,MF, (1995-02-09),8,2,Porto,Portugal,2022-11-20
Gonçalo Ramos,Portugal,26,FW, (2001-06-20),1,1,Benfica,Portugal,2022-11-20
