Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Fernando Muslera,Uruguay,1,GK, (1986-06-16),133,0,Galatasaray,Turkey,2022-11-20
José Giménez,Uruguay,2,DF, (1995-01-20),78,8,Atlético Madrid,Spain,2022-11-20
Diego Godín (captain),Uruguay,3,DF, (1986-02-16),159,8,Vélez Sarsfield,Argentina,2022-11-20
Ronald Araújo,Uruguay,4,DF, (1999-03-07),12,0,Barcelona,Spain,2022-11-20
Matías Vecino,Uruguay,5,MF, (1991-08-24),62,4,Lazio,Italy,2022-11-20
Rodrigo Bentancur,Uruguay,6,MF, (1997-06-25),51,1,Tottenham Hotspur,England,2022-11-20
Nicolás de la Cruz,Uruguay,7,MF, (1997-06-01),17,2,River Plate,Argentina,2022-11-20
Facundo Pellistri,Uruguay,8,FW, (2001-12-20),7,0,Manchester United,England,2022-11-20
Luis Suárez,Uruguay,9,FW, (1987-01-24),134,68,Nacional,Uruguay,2022-11-20
Giorgian de Arrascaeta,Uruguay,10,MF, (1994-06-01),40,8,Flamengo,Brazil,2022-11-20
Darwin Núñez,Uruguay,11,FW, (1999-06-24),13,3,Liverpool,England,2022-11-20
Sebastián Sosa,Uruguay,12,GK, (1986-08-19),1,0,Independiente,Argentina,2022-11-20
Guillermo Varela,Uruguay,13,DF, (1993-03-24),9,0,Flamengo,Brazil,2022-11-20
Lucas Torreira,Uruguay,14,MF, (1996-02-11),40,0,Galatasaray,Turkey,2022-11-20
Federico Valverde,Uruguay,15,MF, (1998-07-22),44,4,Real Madrid,Spain,2022-11-20
Mathías Olivera,Uruguay,16,DF, (1997-10-31),8,0,Napoli,Italy,2022-11-20
Matías Viña,Uruguay,17,DF, (1997-11-09),26,0,Roma,Italy,2022-11-20
Maxi Gómez,Uruguay,18,FW, (1996-08-14),27,4,Trabzonspor,Turkey,2022-11-20
Sebastián Coates,Uruguay,19,DF, (1990-10-07),47,1,Sporting CP,Portugal,2022-11-20
Facundo Torres,Uruguay,20,FW, (2000-04-13),10,0,Orlando City SC,United States,2022-11-20
Edinson Cavani,Uruguay,21,FW, (1987-02-14),133,58,Valencia,Spain,2022-11-20
Martín Cáceres,Uruguay,22,DF, (1987-04-07),115,4,LA Galaxy,United States,2022-11-20
Sergio Rochet,Uruguay,23,GK, (1993-03-23),8,0,Nacional,Uruguay,2022-11-20
Agustín Canobbio,Uruguay,24,MF, (1998-10-01),3,0,Athletico Paranaense,Brazil,2022-11-20
Manuel Ugarte,Uruguay,25,MF, (2001-04-11),6,0,Sporting CP,Portugal,2022-11-20
José Luis Rodríguez,Uruguay,26,DF, (1997-03-14),0,0,Nacional,Uruguay,2022-11-20
