Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Gianluigi Buffon,Italy,1,GK, (1978-01-28),26,,Juventus,Italy,2002-05-31
Christian Panucci,Italy,2,DF, (1973-04-12),24,,Roma,Italy,2002-05-31
Paolo Maldini (c),Italy,3,DF, (1968-06-26),122,,Milan,Italy,2002-05-31
Francesco Coco,Italy,4,DF, (1977-01-08),13,,Barcelona,Spain,2002-05-31
Fabio Cannavaro,Italy,5,DF, (1973-09-13),58,,Parma,Italy,2002-05-31
Cristiano Zanetti,Italy,6,MF, (1977-04-14),4,,Inter Milan,Italy,2002-05-31
Alessandro Del Piero,Italy,7,FW, (1974-11-09),49,,Juventus,Italy,2002-05-31
Gennaro Gattuso,Italy,8,MF, (1978-01-09),13,,Milan,Italy,2002-05-31
Filippo Inzaghi,Italy,9,FW, (1973-08-09),38,,Milan,Italy,2002-05-31
Francesco Totti,Italy,10,FW, (1976-09-27),29,,Roma,Italy,2002-05-31
Cristiano Doni,Italy,11,MF, (1973-04-01),3,,Atalanta,Italy,2002-05-31
Christian Abbiati,Italy,12,GK, (1977-07-08),0,,Milan,Italy,2002-05-31
Alessandro Nesta,Italy,13,DF, (1976-03-19),43,,Lazio,Italy,2002-05-31
Luigi Di Biagio,Italy,14,MF, (1971-06-03),28,,Inter Milan,Italy,2002-05-31
Mark Iuliano,Italy,15,DF, (1973-08-12),16,,Juventus,Italy,2002-05-31
Angelo Di Livio,Italy,16,MF, (1966-07-26),38,,Fiorentina,Italy,2002-05-31
Damiano Tommasi,Italy,17,MF, (1974-05-17),14,,Roma,Italy,2002-05-31
Marco Delvecchio,Italy,18,FW, (1973-04-07),16,,Roma,Italy,2002-05-31
Gianluca Zambrotta,Italy,19,DF, (1977-02-19),23,,Juventus,Italy,2002-05-31
Vincenzo Montella,Italy,20,FW, (1974-06-18),14,,Roma,Italy,2002-05-31
Christian Vieri,Italy,21,FW, (1973-07-12),24,,Inter Milan,Italy,2002-05-31
Francesco Toldo,Italy,22,GK, (1971-12-02),22,,Inter Milan,Italy,2002-05-31
Marco Materazzi,Italy,23,DF, (1973-08-19),7,,Inter Milan,Italy,2002-05-31
