Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Jerzy Dudek,Poland,1,GK, (1973-03-23),21,,Liverpool,England,2002-05-31
Tomasz Kłos,Poland,2,DF, (1973-03-07),37,,1. FC Kaiserslautern,Germany,2002-05-31
Jacek Zieliński,Poland,3,DF, (1967-10-10),52,,Legia Warsaw,Poland,2002-05-31
Michał Żewłakow,Poland,4,DF, (1976-04-22),25,,Mouscron,Belgium,2002-05-31
Tomasz Rząsa,Poland,5,DF, (1973-03-11),9,,Feyenoord,Netherlands,2002-05-31
Tomasz Hajto,Poland,6,DF, (1972-10-16),44,,Schalke 04,Germany,2002-05-31
Piotr Świerczewski,Poland,7,MF, (1972-04-08),65,,Marseille,France,2002-05-31
Cezary Kucharski,Poland,8,FW, (1972-02-17),15,,Legia Warsaw,Poland,2002-05-31
Paweł Kryszałowicz,Poland,9,FW, (1974-06-23),23,,Eintracht Frankfurt,Germany,2002-05-31
Radosław Kałużny,Poland,10,MF, (1974-02-02),30,,Energie Cottbus,Germany,2002-05-31
Emmanuel Olisadebe,Poland,11,FW, (1978-12-22),16,,Panathinaikos,Greece,2002-05-31
Radosław Majdan,Poland,12,GK, (1972-05-10),5,,Göztepe,Turkey,2002-05-31
Arkadiusz Głowacki,Poland,13,DF, (1979-03-13),2,,Wisła Kraków,Poland,2002-05-31
Marcin Żewłakow,Poland,14,FW, (1976-04-22),17,,Mouscron,Belgium,2002-05-31
Tomasz Wałdoch (c),Poland,15,DF, (1971-05-10),71,,Schalke 04,Germany,2002-05-31
Maciej Murawski,Poland,16,DF, (1974-02-20),4,,Legia Warsaw,Poland,2002-05-31
Arkadiusz Bąk,Poland,17,MF, (1974-10-06),12,,Widzew Łódź,Poland,2002-05-31
Jacek Krzynówek,Poland,18,MF, (1976-05-15),23,,1. FC Nürnberg,Germany,2002-05-31
Maciej Żurawski,Poland,19,FW, (1976-09-12),9,,Wisła Kraków,Poland,2002-05-31
Jacek Bąk,Poland,20,DF, (1973-03-24),36,,Lens,France,2002-05-31
Marek Koźmiński,Poland,21,MF, (1971-02-07),42,,Ancona,Italy,2002-05-31
Adam Matysek,Poland,22,GK, (1968-07-19),34,,RKS Radomsko,Poland,2002-05-31
Paweł Sibik,Poland,23,MF, (1971-02-15),2,,Odra Wodzisław,Poland,2002-05-31
