Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Mohamed Al-Deayea,Saudi Arabia,1,GK, (1972-08-02),168,,Al Hilal,Saudi Arabia,2002-05-31
Mohammed Sheliah,Saudi Arabia,2,DF, (1974-09-28),73,,Al Ahli,Saudi Arabia,2002-05-31
Redha Tukar,Saudi Arabia,3,DF, (1975-11-29),5,,Al Shabab,Saudi Arabia,2002-05-31
Abdullah Sulaiman Zubromawi,Saudi Arabia,4,DF, (1973-11-15),115,,Al Ahli,Saudi Arabia,2002-05-31
Mohsin al-Harthi,Saudi Arabia,5,DF, (1976-07-17),20,,Al Nassr,Saudi Arabia,2002-05-31
Fouzi Al-Shehri,Saudi Arabia,6,DF, (1980-05-15),2,,Al Ahli,Saudi Arabia,2002-05-31
Ibrahim Suwayed,Saudi Arabia,7,MF, (1974-07-21),59,,Al Ahli,Saudi Arabia,2002-05-31
Mohammed Noor,Saudi Arabia,8,MF, (1978-02-26),29,,Al-Ittihad,Saudi Arabia,2002-05-31
Sami Al-Jaber (c),Saudi Arabia,9,FW, (1972-12-11),148,,Al Hilal,Saudi Arabia,2002-05-31
Mohammad Al-Shalhoub,Saudi Arabia,10,MF, (1980-12-08),17,,Al Hilal,Saudi Arabia,2002-05-31
Obeid Al-Dosari,Saudi Arabia,11,FW, (1975-10-02),97,,Al Ahli,Saudi Arabia,2002-05-31
Ahmed Al-Dokhi,Saudi Arabia,12,DF, (1976-10-25),47,,Al Hilal,Saudi Arabia,2002-05-31
Hussein Abdulghani,Saudi Arabia,13,DF, (1977-01-21),80,,Al Ahli,Saudi Arabia,2002-05-31
Abdulaziz Al-Khathran,Saudi Arabia,14,MF, (1973-07-31),0,,Al Shabab,Saudi Arabia,2002-05-31
Abdullah Al-Jumaan,Saudi Arabia,15,FW, (1977-11-10),20,,Al Hilal,Saudi Arabia,2002-05-31
Khamis Al-Owairan,Saudi Arabia,16,MF, (1973-09-08),76,,Al-Ittihad,Saudi Arabia,2002-05-31
Abdullah Al-Waked,Saudi Arabia,17,MF, (1975-09-29),45,,Al Shabab,Saudi Arabia,2002-05-31
Nawaf Al-Temyat,Saudi Arabia,18,MF, (1976-06-28),48,,Al Hilal,Saudi Arabia,2002-05-31
Omar Al-Ghamdi,Saudi Arabia,19,MF, (1979-04-11),28,,Al Hilal,Saudi Arabia,2002-05-31
Al Hasan Al-Yami,Saudi Arabia,20,FW, (1972-08-21),18,,Al-Ittihad,Saudi Arabia,2002-05-31
Mabrouk Zaid,Saudi Arabia,21,GK, (1979-02-11),1,,Al-Ittihad,Saudi Arabia,2002-05-31
Mohammed Al-Khojali,Saudi Arabia,22,GK, (1973-01-15),12,,Al Nassr,Saudi Arabia,2002-05-31
Mansour Al-Thagafi,Saudi Arabia,23,DF, (1979-01-14),0,,Al Nassr,Saudi Arabia,2002-05-31
