Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Brad Friedel,United States,1,GK, (1971-05-08),74,,Blackburn Rovers,England,2002-05-31
Frankie Hejduk,United States,2,MF, (1974-08-05),38,,Bayer Leverkusen,Germany,2002-05-31
Gregg Berhalter,United States,3,DF, (1973-08-01),25,,Crystal Palace,England,2002-05-31
Pablo Mastroeni,United States,4,DF, (1976-08-29),8,,Colorado Rapids,United States,2002-05-31
John O'Brien,United States,5,MF, (1977-08-29),13,,Ajax,Netherlands,2002-05-31
David Regis,United States,6,DF, (1968-12-02),28,,Metz,France,2002-05-31
Eddie Lewis,United States,7,MF, (1974-05-17),38,,Fulham,England,2002-05-31
Earnie Stewart,United States,8,MF, (1969-03-28),77,,NAC Breda,Netherlands,2002-05-31
Joe-Max Moore,United States,9,FW, (1971-02-23),95,,Everton,England,2002-05-31
Claudio Reyna (c),United States,10,MF, (1973-07-20),86,,Sunderland,England,2002-05-31
Clint Mathis,United States,11,FW, (1976-11-25),19,,MetroStars,United States,2002-05-31
Jeff Agoos,United States,12,DF, (1968-05-02),127,,San Jose Earthquakes,United States,2002-05-31
Cobi Jones,United States,13,MF, (1970-06-16),153,,LA Galaxy,United States,2002-05-31
Steve Cherundolo,United States,14,DF, (1979-02-19),10,,Hannover 96,Germany,2002-05-31
Josh Wolff,United States,15,FW, (1977-02-25),16,,Chicago Fire,United States,2002-05-31
Carlos Llamosa,United States,16,DF, (1969-06-30),26,,New England Revolution,United States,2002-05-31
DaMarcus Beasley,United States,17,MF, (1982-05-24),9,,Chicago Fire,United States,2002-05-31
Kasey Keller,United States,18,GK, (1969-11-29),58,,Tottenham Hotspur,England,2002-05-31
Tony Meola,United States,19,GK, (1969-02-21),98,,Kansas City Wizards,United States,2002-05-31
Brian McBride,United States,20,FW, (1972-06-19),58,,Columbus Crew,United States,2002-05-31
Landon Donovan,United States,21,FW, (1982-03-04),20,,San Jose Earthquakes,United States,2002-05-31
Tony Sanneh,United States,22,DF, (1971-06-01),29,,1. FC Nürnberg,Germany,2002-05-31
Eddie Pope,United States,23,DF, (1973-12-24),48,,D.C. United,United States,2002-05-31
