Player,National Team,No.,Pos.,Date of birth (age),Caps,Goals,Club,Club Origin,World Cup start date
Óscar Pérez,Mexico,1,GK, (1973-02-01),37,,Cruz Azul,Mexico,2002-05-31
Francisco Gabriel de Anda,Mexico,2,DF, (1971-06-05),15,,Pachuca,Mexico,2002-05-31
Rafael García,Mexico,3,MF, (1974-08-14),21,,Toluca,Mexico,2002-05-31
Rafael Márquez (c),Mexico,4,DF, (1979-02-13),36,,Monaco,France,2002-05-31
Manuel Vidrio,Mexico,5,DF, (1972-08-23),27,,Pachuca,Mexico,2002-05-31
Gerardo Torrado,Mexico,6,MF, (1979-04-30),28,,Sevilla,Spain,2002-05-31
Ramón Morales,Mexico,7,MF, (1975-10-10),17,,Guadalajara,Mexico,2002-05-31
Alberto García Aspe,Mexico,8,MF, (1967-05-11),108,,Puebla,Mexico,2002-05-31
Jared Borgetti,Mexico,9,FW, (1973-08-14),29,,Santos Laguna,Mexico,2002-05-31
Cuauhtémoc Blanco,Mexico,10,FW, (1973-01-17),75,,Valladolid,Spain,2002-05-31
Braulio Luna,Mexico,11,MF, (1974-09-08),15,,Necaxa,Mexico,2002-05-31
Oswaldo Sánchez,Mexico,12,GK, (1973-09-21),22,,Guadalajara,Mexico,2002-05-31
Sigifredo Mercado,Mexico,13,MF, (1968-12-21),18,,Atlas,Mexico,2002-05-31
Germán Villa,Mexico,14,MF, (1973-04-02),46,,América,Mexico,2002-05-31
Luis Hernández,Mexico,15,FW, (1968-12-22),85,,América,Mexico,2002-05-31
Salvador Carmona,Mexico,16,DF, (1975-08-22),56,,Toluca,Mexico,2002-05-31
Francisco Palencia,Mexico,17,FW, (1973-04-28),67,,Espanyol,Spain,2002-05-31
Johan Rodríguez,Mexico,18,MF, (1975-08-15),14,,Santos Laguna,Mexico,2002-05-31
Gabriel Caballero,Mexico,19,MF, (1971-02-05),5,,Pachuca,Mexico,2002-05-31
Melvin Brown,Mexico,20,DF, (1979-01-28),8,,Cruz Azul,Mexico,2002-05-31
Jesús Arellano,Mexico,21,FW, (1973-05-08),49,,Monterrey,Mexico,2002-05-31
Alberto Rodríguez,Mexico,22,DF, (1974-04-01),13,,Pachuca,Mexico,2002-05-31
Jorge Campos,Mexico,23,GK, (1966-10-15),123,,UNAM,Mexico,2002-05-31
